program  protocol     partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(ms)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  ALLdataSent(MB),AllDataRec(MB)  ALLmessagesSent,AllMessagesRec         
min      boolean_gmw  3          0              25000            100         0               17851.773             21.70                1388          246        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              25000            100         0               16238.650             20.09                1381          252        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              25000            100         0               18149.420             22.00                1395          223        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              25000            100         0               18779.434             22.65                1381          231        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              25000            100         0               16233.310             20.02                1386          236        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              25000            100         0               20384.391             21.22                1398          240        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              25000            100         0               18993.556             22.83                1389          261        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              25000            100         0               15701.619             19.53                1387          255        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              25000            100         0               14690.716             18.51                1391          279        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              25000            100         0               17840.340             21.66                1392          217        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              10000            100         0               16774.839             20.60                1385          231        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              10000            100         0               19176.944             20.03                1381          257        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              10000            100         0               17036.438             20.89                1388          237        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              10000            100         0               19704.130             23.54                1385          242        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              10000            100         0               16212.823             20.06                1395          268        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              10000            100         0               16724.504             17.58                1375          276        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              10000            100         0               16904.284             17.75                1399          204        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              10000            100         0               19086.965             22.92                1393          237        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              10000            100         0               16293.463             20.07                1408          206        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              10000            100         0               15851.497             19.69                1393          229        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              1000             100         0               17208.948             18.05                1400          327        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              1000             100         0               14897.585             15.74                1411          302        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              1000             100         0               18668.137             22.52                1384          239        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              1000             100         0               16734.200             20.60                1397          271        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              1000             100         0               15202.315             16.05                1387          291        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              1000             100         0               17003.244             17.86                1398          235        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              1000             100         0               18128.735             21.97                1392          223        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              1000             100         0               20260.917             24.10                1387          237        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              1000             100         0               16386.609             17.22                1401          270        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              1000             100         0               16686.674             20.53                1381          229        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              100              100         0               25799.755             29.67                1403          171        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              100              100         0               22887.256             26.73                1405          171        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              100              100         0               24782.973             28.62                1413          182        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              100              100         0               19164.132             23.04                1404          242        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              100              100         0               22530.846             26.37                1413          189        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              100              100         0               20622.742             24.45                1394          191        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              100              100         0               23849.969             27.70                1413          173        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              100              100         0               23704.709             27.54                1403          187        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              100              100         0               25143.017             28.98                1407          167        15.837                          25.359                          74797  74797
min      boolean_gmw  3          0              100              100         0               20766.188             24.62                1416          217        15.837                          25.359                          74797  74797
