program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);System time (s);Preprocessing Time(s);Online Phase(s)
62;RING;semidishonest;semi2k;3;15.40;448;4;0;25000;100;0;36.2603;36.47;98;262%;~39028;249.127;744.631;55.88;35.8668,0.388387
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;100;0;36.2772;36.53;101;259%;~39028;249.127;744.631;55.58;35.8755,0.396298
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;100;0;36.439;36.69;93;262%;~39028;249.127;744.631;55.88;36.042,0.391711
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;100;0;36.4185;36.66;99;263%;~39028;249.127;744.631;56.37;36.0226,0.389842
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;100;0;36.4921;36.75;99;261%;~39028;249.127;744.631;54.83;36.0773,0.409428
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;100;0;36.3458;36.59;95;261%;~39028;249.127;744.631;55.64;35.9679,0.372898
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;100;0;36.446;36.69;103;262%;~39028;249.127;744.631;56.81;36.0329,0.407632
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;100;0;36.6463;36.89;99;261%;~39028;249.127;744.631;56.40;36.2499,0.391206
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;100;0;36.3966;36.64;99;263%;~39028;249.127;744.631;56.34;35.9916,0.399399
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;100;0;36.3061;36.56;105;249%;~39028;249.127;744.631;53.91;35.8805,0.420421
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;10000;100;0;36.2848;36.53;102;262%;~39028;249.127;744.631;56.11;35.8916,0.387307
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;10000;100;0;36.5995;36.86;91;263%;~39028;249.127;744.631;56.94;36.1985,0.396163
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;10000;100;0;36.357;36.61;100;261%;~39028;249.127;744.631;56.54;35.9623,0.38949
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;10000;100;0;36.3781;36.63;99;263%;~39028;249.127;744.631;56.24;35.9734,0.398513
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;10000;100;0;36.2049;36.45;101;263%;~39028;249.127;744.631;55.89;35.7909,0.407916
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;10000;100;0;36.0485;36.29;96;258%;~39028;249.127;744.631;54.49;35.6447,0.398023
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;10000;100;0;36.2365;36.48;104;261%;~39028;249.127;744.631;55.56;35.8318,0.398988
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;10000;100;0;36.4693;36.72;100;262%;~39028;249.127;744.631;56.58;36.0592,0.405068
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;10000;100;0;36.4118;36.66;96;263%;~39028;249.127;744.631;56.22;36.021,0.385499
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;10000;100;0;36.4837;36.73;101;261%;~39028;249.127;744.631;56.33;36.0692,0.409019
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;1000;100;0;37.4967;37.74;98;257%;~39028;249.127;744.631;57.04;37.0618,0.429212
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;1000;100;0;37.4596;37.71;97;256%;~39028;249.127;744.631;56.33;37.0442,0.409664
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;1000;100;0;37.2388;37.48;93;257%;~39028;249.127;744.631;55.79;36.8138,0.419684
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;1000;100;0;37.6043;37.85;107;257%;~39028;249.127;744.631;56.97;37.1753,0.423326
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;1000;100;0;37.6505;37.90;93;255%;~39028;249.127;744.631;57.16;37.2296,0.415821
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;1000;100;0;37.5676;37.82;99;257%;~39028;249.127;744.631;57.25;37.1289,0.432886
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;1000;100;0;37.5826;37.83;102;258%;~39028;249.127;744.631;57.95;37.1531,0.423471
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;1000;100;0;37.3996;37.65;100;256%;~39028;249.127;744.631;56.53;36.9586,0.435475
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;1000;100;0;37.4958;37.76;100;253%;~39028;249.127;744.631;54.93;37.0803,0.410068
62;RING;semidishonest;semi2k;3;NA;NA;NA;0;1000;100;0;37.6195;37.87;99;257%;~39028;249.127;744.631;57.87;37.1944,0.419694
