program                    partysize  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(s)  Bytes Send  runtime_external(s)  peakRAM(MiB)  System Time(s)
Benchmarks/multiplication  4          100              1000        1               0:00:00.012          31987       1.51                 51            3.98
