program  protocol     partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(ms)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  ALLdataSent(MB),AllDataRec(MB)  ALLmessagesSent,AllMessagesRec  multTripPresetup  multTripSetup  sharedPowerPresetup  sharedPowerSetup  sharedBitPresetup  sharedBitSetup  baseOT    otExtension  kk13OtExtension  preprocessingTime  gatesSetup  gatesOnline           
psi      boolean_gmw  3          0              25000            100         0               50599.038             59.24                10766         574        41.049                          44.223                          658596            658596         42.996               82.404            17.382             17.382          90.572    90.572       0.000            Setup              Extension   351.052      109.930  50121.247
psi      boolean_gmw  3          0              25000            100         0               47741.079             56.36                10572         556        41.049                          44.223                          658596            658596         45.995               91.356            17.529             17.529          94.687    94.687       0.000            Setup              Extension   353.379      135.620  47199.619
psi      boolean_gmw  3          0              25000            100         0               50303.599             58.49                10713         574        41.049                          44.223                          658596            658596         27.404               82.207            16.463             16.463          102.452   102.452      0.000            Setup              Extension   320.687      105.192  49868.717
psi      boolean_gmw  3          0              25000            100         0               45222.644             53.74                10605         599        41.049                          44.223                          658596            658596         26.262               95.468            16.039             16.039          106.580   106.580      0.000            Setup              Extension   322.750      108.656  44779.542
psi      boolean_gmw  3          0              25000            100         0               51837.831             60.50                10802         550        41.049                          44.223                          658596            658596         47.341               116.861           20.531             20.531          128.838   128.838      0.000            Setup              Extension   375.089      138.844  51298.346
psi      boolean_gmw  3          0              25000            100         0               51586.307             60.06                10604         592        41.049                          44.223                          658596            658596         26.669               119.240           16.111             16.111          124.164   124.164      0.000            Setup              Extension   360.298      104.807  51074.814
psi      boolean_gmw  3          0              25000            100         0               47078.791             55.67                10573         605        41.049                          44.223                          658596            658596         29.488               107.641           16.425             16.425          116.611   116.611      0.000            Setup              Extension   360.691      142.033  46549.871
psi      boolean_gmw  3          0              25000            100         0               49251.442             57.89                10793         569        41.049                          44.223                          658596            658596         39.286               96.831            17.186             17.186          117.164   117.164      0.000            Setup              Extension   369.370      138.878  48721.165
psi      boolean_gmw  3          0              25000            100         0               47534.795             55.53                10608         595        41.049                          44.223                          658596            658596         26.285               94.865            16.010             16.010          104.508   104.508      0.000            Setup              Extension   318.516      135.944  47059.449
psi      boolean_gmw  3          0              25000            100         0               49204.600             57.87                10834         587        41.049                          44.223                          658596            658596         33.926               64.023            17.319             17.319          75.119    75.119       0.000            Setup              Extension   342.648      144.483  48697.428
