program            partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(s)  Bytes Send  runtime_external(s)  peakRAM(MiB)  System Time(s)
Benchmarks/BitAND  3          0              25000            10000       0               0:00:16.724          1519867     17.03                443           4.23
Benchmarks/BitAND  3          0              25000            10000       0               0:00:17.163          1519867     17.44                454           4.33
Benchmarks/BitAND  3          0              25000            10000       0               0:00:17.035          1519867     17.50                408           4.26
Benchmarks/BitAND  3          0              25000            10000       0               0:00:16.416          1519867     16.94                477           4.17
Benchmarks/BitAND  3          0              25000            10000       0               0:00:16.774          1519867     17.03                476           4.13
Benchmarks/BitAND  3          0              25000            10000       0               0:00:16.863          1519867     17.14                482           4.12
Benchmarks/BitAND  3          0              25000            10000       0               0:00:17.529          1519867     17.85                475           4.21
Benchmarks/BitAND  3          0              25000            10000       0               0:00:16.320          1519867     16.65                474           4.31
Benchmarks/BitAND  3          0              25000            10000       0               0:00:16.727          1519867     17.01                483           4.10
Benchmarks/BitAND  3          0              25000            10000       0               0:00:16.439          1519867     16.87                471           4.17
Benchmarks/BitAND  3          0              10000            10000       0               0:00:16.537          1519867     16.73                480           4.13
Benchmarks/BitAND  3          0              10000            10000       0               0:00:16.455          1519867     16.83                498           4.18
Benchmarks/BitAND  3          0              10000            10000       0               0:00:16.794          1519867     17.05                482           4.18
Benchmarks/BitAND  3          0              10000            10000       0               0:00:16.798          1519867     17.23                457           4.19
Benchmarks/BitAND  3          0              10000            10000       0               0:00:17.146          1519867     17.44                475           4.21
Benchmarks/BitAND  3          0              10000            10000       0               0:00:16.853          1519867     17.23                484           4.46
Benchmarks/BitAND  3          0              10000            10000       0               0:00:17.624          1519867     18.00                488           4.24
Benchmarks/BitAND  3          0              10000            10000       0               0:00:16.430          1519867     16.69                463           4.29
Benchmarks/BitAND  3          0              10000            10000       0               0:00:16.489          1519867     17.04                490           4.38
Benchmarks/BitAND  3          0              10000            10000       0               0:00:16.279          1519867     16.77                469           4.27
Benchmarks/BitAND  3          0              1000             10000       0               0:00:16.484          1519867     16.76                488           4.25
Benchmarks/BitAND  3          0              1000             10000       0               0:00:16.686          1519867     17.03                461           4.24
Benchmarks/BitAND  3          0              1000             10000       0               0:00:16.296          1519867     16.73                480           4.36
Benchmarks/BitAND  3          0              1000             10000       0               0:00:16.677          1519867     16.96                480           4.20
Benchmarks/BitAND  3          0              1000             10000       0               0:00:17.277          1519867     17.80                437           4.21
Benchmarks/BitAND  3          0              1000             10000       0               0:00:16.128          1519867     16.74                477           4.06
Benchmarks/BitAND  3          0              1000             10000       0               0:00:16.788          1519867     17.08                480           4.23
Benchmarks/BitAND  3          0              1000             10000       0               0:00:17.487          1519867     17.77                425           4.29
Benchmarks/BitAND  3          0              1000             10000       0               0:00:16.877          1519867     17.07                476           4.10
Benchmarks/BitAND  3          0              1000             10000       0               0:00:16.491          1519867     16.79                491           4.22
Benchmarks/BitAND  3          0              100              10000       0               0:00:16.841          1519867     17.18                481           4.27
Benchmarks/BitAND  3          0              100              10000       0               0:00:16.368          1519867     16.63                500           4.20
Benchmarks/BitAND  3          0              100              10000       0               0:00:16.177          1519867     16.46                492           4.26
Benchmarks/BitAND  3          0              100              10000       0               0:00:16.153          1519867     16.34                444           4.11
Benchmarks/BitAND  3          0              100              10000       0               0:00:16.625          1519867     16.96                480           4.00
Benchmarks/BitAND  3          0              100              10000       0               0:00:16.554          1519867     16.81                485           4.13
Benchmarks/BitAND  3          0              100              10000       0               0:00:17.395          1519867     17.68                465           4.17
Benchmarks/BitAND  3          0              100              10000       0               0:00:16.954          1519867     17.14                475           4.10
Benchmarks/BitAND  3          0              100              10000       0               0:00:16.137          1519867     16.71                460           4.32
Benchmarks/BitAND  3          0              100              10000       0               0:00:16.708          1519867     17.00                442           4.35
