program             partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(s)  Bytes Send  runtime_external(s)  peakRAM(MiB)  System Time(s)  jobCPU(%)
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.545          1372648     1.80                 100           4.06            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.747          1372648     2.02                 82            4.06            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.582          1372648     1.86                 100           4.24            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.596          1372648     1.86                 86            4.11            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.763          1372648     2.03                 90            4.14            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.584          1372648     1.86                 90            4.17            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.575          1372648     1.75                 86            4.23            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.636          1372648     1.89                 88            4.18            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.728          1372648     2.00                 92            4.16            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.380          1372648     1.63                 98            4.21            
UseCases/SecureMin  3          25             25000            1000        0               0:00:03.787          1372648     4.10                 96            4.18            
UseCases/SecureMin  3          25             25000            1000        0               0:00:03.459          1372648     3.92                 92            4.04            
UseCases/SecureMin  3          25             25000            1000        0               0:00:03.667          1372648     4.11                 82            4.12            
UseCases/SecureMin  3          25             25000            1000        0               0:00:03.704          1372648     4.04                 84            4.22            
UseCases/SecureMin  3          25             25000            1000        0               0:00:03.596          1372648     3.93                 98            4.12            
UseCases/SecureMin  3          25             25000            1000        0               0:00:03.599          1372648     3.94                 90            4.09            
UseCases/SecureMin  3          25             25000            1000        0               0:00:03.967          1372648     4.43                 82            4.15            
UseCases/SecureMin  3          25             25000            1000        0               0:00:03.485          1372648     3.81                 88            4.20            
UseCases/SecureMin  3          25             25000            1000        0               0:00:03.646          1372648     3.98                 86            4.04            
UseCases/SecureMin  3          25             25000            1000        0               0:00:03.619          1372648     3.96                 90            4.33            
UseCases/SecureMin  3          50             25000            1000        0               0:00:06.573          1372648     7.01                 96            4.20            
UseCases/SecureMin  3          50             25000            1000        0               0:00:06.506          1372648     6.94                 82            4.17            
UseCases/SecureMin  3          50             25000            1000        0               0:00:06.382          1372648     6.83                 86            4.12            
UseCases/SecureMin  3          50             25000            1000        0               0:00:06.730          1372648     7.19                 88            4.17            
UseCases/SecureMin  3          50             25000            1000        0               0:00:06.405          1372648     6.87                 92            4.26            
UseCases/SecureMin  3          50             25000            1000        0               0:00:06.621          1372648     7.08                 86            4.08            
UseCases/SecureMin  3          50             25000            1000        0               0:00:06.890          1372648     7.35                 90            4.28            
UseCases/SecureMin  3          50             25000            1000        0               0:00:06.679          1372648     7.12                 96            4.13            
UseCases/SecureMin  3          50             25000            1000        0               0:00:06.602          1372648     7.06                 92            4.14            
UseCases/SecureMin  3          50             25000            1000        0               0:00:06.526          1372648     6.99                 88            4.21            
UseCases/SecureMin  3          75             25000            1000        0               0:00:09.655          1372648     10.25                96            4.38            
UseCases/SecureMin  3          75             25000            1000        0               0:00:09.377          1372648     9.95                 86            4.38            
UseCases/SecureMin  3          75             25000            1000        0               0:00:09.604          1372648     10.20                102           4.34            
UseCases/SecureMin  3          75             25000            1000        0               0:00:09.679          1372648     10.27                80            4.25            
UseCases/SecureMin  3          75             25000            1000        0               0:00:09.821          1372648     10.42                106           4.10            
UseCases/SecureMin  3          75             25000            1000        0               0:00:09.613          1372648     10.19                106           4.23            
UseCases/SecureMin  3          75             25000            1000        0               0:00:09.627          1372648     10.21                80            4.49            
UseCases/SecureMin  3          75             25000            1000        0               0:00:09.774          1372648     10.33                92            4.29            
UseCases/SecureMin  3          75             25000            1000        0               0:00:09.644          1372648     10.19                94            4.22            
UseCases/SecureMin  3          75             25000            1000        0               0:00:09.888          1372648     10.48                94            4.40            
