program  protocol     partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(ms)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  ALLdataSent(MB)  AllDataRec(MB)  ALLmessagesSent  AllMessagesRec  multTripPresetup  multTripSetup  sharedPowerPresetup  sharedPowerSetup  sharedBitPresetup  sharedBitSetup  baseOT  otExtension  kk13OtExtension  preprocessingTime  gatesSetup  gatesOnline
psi      boolean_gmw  4          0              25000            100         0               6620.497              10.38                1369          257        10.705           13.879          44796            44796           45.749            239.992        17.014               17.014            266.142            266.142         0.000   Setup        Extension        574.251            21.817      6009.649
psi      boolean_gmw  4          0              25000            100         0               6465.241              10.17                1356          299        10.705           13.879          44796            44796           75.959            148.074        18.039               18.039            175.893            175.893         0.000   Setup        Extension        560.532            20.999      5872.548
psi      boolean_gmw  4          0              25000            100         0               5269.561              8.97                 1359          316        10.705           13.879          44796            44796           53.176            179.512        16.720               16.720            178.111            178.111         0.000   Setup        Extension        565.889            20.484      4674.382
psi      boolean_gmw  4          0              25000            100         0               6432.963              10.15                1363          288        10.705           13.879          44796            44796           78.635            122.952        21.307               21.307            146.268            146.268         0.000   Setup        Extension        570.272            13.491      5840.596
psi      boolean_gmw  4          0              25000            100         0               5005.841              8.70                 1361          315        10.705           13.879          44796            44796           47.214            111.881        16.907               16.907            139.835            139.835         0.000   Setup        Extension        462.049            21.574      4512.083
psi      boolean_gmw  4          0              25000            100         0               5632.332              6.35                 1368          474        10.705           13.879          44796            44796           46.727            192.023        17.457               17.457            217.589            217.589         0.000   Setup        Extension        572.786            21.433      5026.712
psi      boolean_gmw  4          0              25000            100         0               5243.664              9.01                 1370          311        10.705           13.879          44796            44796           81.301            182.125        20.502               20.502            191.960            191.960         0.000   Setup        Extension        555.636            22.045      4653.231
psi      boolean_gmw  4          0              25000            100         0               3942.671              7.64                 1360          382        10.705           13.879          44796            44796           76.254            169.543        19.500               19.500            182.312            182.312         0.000   Setup        Extension        526.823            22.122      3382.930
psi      boolean_gmw  4          0              25000            100         0               4154.092              7.87                 1365          335        10.705           13.879          44796            44796           52.356            157.849        17.715               17.715            172.134            172.134         0.000   Setup        Extension        564.115            21.114      3554.392
psi      boolean_gmw  4          0              25000            100         0               5751.186              9.53                 1356          325        10.705           13.879          44796            44796           76.472            104.727        18.812               18.812            117.966            117.966         0.000   Setup        Extension        471.031            15.497      5251.064
