comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  packetdrops(%)  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              25000            2605        0           1           0               1             .000283      NA          .000069           .000092             .000134            .000416              3             700
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              25000            2605        0           1           1               1             .000260      NA          .000051           .001849             .042808            .043333              3             8
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              25000            2605        0           1           2               1             .043126      NA          .000065           .005779             .042997            .043333              3             9
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              25000            2605        0           1           5               1             .126161      NA          .000109           .035023             .301580            .302083              3             1
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              25000            2605        1           1           0               1             .000494      .000052     .000016           .000020             .000069            .000833              3             561
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              25000            2605        1           1           1               1             .044744      .041763     .000025           .000051             .000353            .085000              3             4
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              25000            2605        1           1           2               1             .054485      .000085     .000027           .001785             .042098            .054583              4             9
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              25000            2605        1           1           5               1             .169112      .092605     .000062           .004348             .042871            .169583              4             5
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              10000            2605        0           1           0               1             .000232      NA          .000072           .000079             .000094            .000416              3             693
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              10000            2605        0           1           1               1             .042329      NA          .000066           .002198             .050343            .050833              3             8
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              10000            2605        0           1           2               1             .042680      NA          .000085           .006494             .050714            .051666              3             9
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              10000            2605        0           1           5               1             .127008      NA          .000109           .011778             .084196            .127500              3             4
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              10000            2605        1           1           0               1             .000496      .000065     .000016           .000018             .000049            .000833              3             533
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              10000            2605        1           1           1               1             .043224      .042731     .000034           .001809             .042513            .043333              4             13
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              10000            2605        1           1           2               1             .078764      .042252     .000034           .000036             .000116            .093333              3             7
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              10000            2605        1           1           5               1             .168778      .042405     .000061           .009398             .146597            .231666              4             3
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              1000             2605        0           1           0               1             .000449      NA          .000059           .000623             .000689            .001250              9             353
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              1000             2605        0           1           1               1             .042843      NA          .000092           .002196             .042205            .043333              3             12
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              1000             2605        0           1           2               1             .042329      NA          .000080           .004867             .042358            .085000              3             5
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              1000             2605        0           1           5               1             .127015      NA          .000113           .005934             .042672            .136250              3             4
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              1000             2605        1           1           0               1             .000840      .000461     .000015           .000047             .000181            .001250              4             306
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              1000             2605        1           1           1               1             .051005      .000561     .000027           .000056             .000336            .051666              4             9
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              1000             2605        1           1           2               1             .085962      .034380     .000036           .001841             .042474            .091250              3             6
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              1000             2605        1           1           5               1             .211662      .126250     .000056           .005330             .042923            .212083              3             3
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              100              2605        0           1           0               1             .002661      NA          .000123           .006510             .007814            .008333              7             73
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              100              2605        0           1           1               1             .042948      NA          .000125           .004444             .006766            .043750              3             14
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              100              2605        0           1           2               1             .042920      NA          .000121           .007297             .043496            .052916              3             11
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              100              2605        0           1           5               1             .126471      NA          .000141           .014239             .126829            .127500              3             5
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              100              2605        1           1           0               1             .006844      .005076     .000057           .000637             .002738            .008333              3             92
0.03          3                  1                  0    4        512       45        1         0         5         10000     10000     0              100              2605        1           1           1               1             .168870      .004461     .000065           .002058             .041846            .169583              3             4
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              100              2605        1           1           2               1             .094962      .044090     .000058           .007511             .126332            .130416              4             6
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     0              100              2605        1           1           5               1             .130857      .060484     .000057           .003880             .043154            .187916              4             3
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     25             25000            2605        0           1           0               1             .003136      NA          .000090           .007970             .008577            .011666              3             44
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     25             25000            2605        0           1           1               1             .045257      NA          .000119           .010619             .054158            .057500              3             11
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     25             25000            2605        0           1           2               1             .045958      NA          .000136           .015029             .057270            .060833              3             10
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     25             25000            2605        0           1           5               1             .129074      NA          .000133           .017970             .091246            .138333              3             4
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     25             25000            2605        1           1           0               1             .013795      .007383     .000057           .002398             .007582            .021666              4             36
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     25             25000            2605        1           1           1               1             .046385      .047969     .000059           .004157             .045492            .059166              4             13
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     25             25000            2605        1           1           2               1             .094698      .049248     .000057           .002494             .010527            .103333              3             7
0.02          3                  1                  0    4        512       45        1         0         5         10000     10000     25             25000            2605        1           1           5               1             .117956      .093934     .000066           .011380             .173401            .234166              3             3
