comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.83          300                1                  0    1        256       58        1         0         13        10000     10000     1           0           0           16                         NA          .000202           .000192             .000188            0                    3             100
3.08          300                1                  0    1        256       58        1         0         13        10000     10000     1           0           0           16                         NA          .000203           .000192             .000189            0                    3             100
2.81          299                1                  0    1        256       58        1         0         13        10000     10000     1           0           0           16                         NA          .000085           .000080             .000078            0                    3             75
3.02          299                1                  0    1        256       58        1         0         13        10000     10000     1           0           0           16                         NA          .000208           .000198             .000194            0                    3             100
2.93          299                1                  0    1        256       58        1         0         13        10000     10000     1           0           0           16                         NA          .000079           .000074             .000072            0                    3             100
2.80          300                1                  0    1        256       58        1         0         13        10000     10000     1           0           0           16                         NA          .000075           .000071             .000070            0                    3             50
2.71          300                1                  0    1        256       58        1         0         13        10000     10000     1           0           0           16                         NA          .000083           .000077             .000076            0                    3             100
2.97          299                1                  0    1        256       58        1         0         13        10000     10000     1           0           0           16                         NA          .000080           .000075             .000073            0                    3             100
2.80          300                1                  0    1        256       58        1         0         13        10000     10000     1           0           0           16                         NA          .000119           .000109             .000106            0                    3             50
2.99          299                1                  0    1        256       58        1         0         13        10000     10000     1           0           0           16                         NA          .000083           .000077             .000076            0                    3             100
