program  protocol     partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(ms)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  ALLdataSent(MB),AllDataRec(MB)  ALLmessagesSent,AllMessagesRec  multTripPresetup  multTripSetup  sharedPowerPresetup  sharedPowerSetup  sharedBitPresetup  sharedBitSetup  baseOT  otExtension  kk13OtExtension  preprocessingTime  gatesSetup  gatesOnline    
min      boolean_gmw  3          0              25000            100         0                                     1681.10              132957        296        NA                              NA                              NA                NA                                                                                                                                                                           
