program             partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(s)  Bytes Send  runtime_external(s)  peakRAM(MiB)  System Time(s)  jobCPU(%)
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.669          1372648     1.96                 96            4.06            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.692          1372648     1.97                 92            4.07            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.565          1372648     1.74                 82            4.12            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.655          1372648     1.92                 98            4.17            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.517          1372648     1.69                 86            4.10            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.843          1372648     2.12                 106           4.10            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.640          1372648     1.92                 94            4.12            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.601          1372648     1.86                 86            3.99            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.412          1372648     1.59                 98            4.10            
UseCases/SecureMin  3          0              25000            1000        0               0:00:01.606          1372648     1.78                 92            4.11            
UseCases/SecureMin  3          0              25000            1000        1               0:00:02.226          1372648     2.50                 86            4.21            
UseCases/SecureMin  3          0              25000            1000        1               0:00:01.692          1372648     1.86                 82            4.05            
UseCases/SecureMin  3          0              25000            1000        1               0:00:01.617          1372648     1.87                 114           4.15            
UseCases/SecureMin  3          0              25000            1000        1               0:00:01.753          1372648     2.01                 100           3.95            
UseCases/SecureMin  3          0              25000            1000        1               0:00:01.819          1372648     2.00                 92            4.01            
UseCases/SecureMin  3          0              25000            1000        1               0:00:02.221          1372648     2.50                 86            4.35            
UseCases/SecureMin  3          0              25000            1000        1               0:00:01.975          1372648     2.25                 98            4.12            
UseCases/SecureMin  3          0              25000            1000        1               0:00:02.435          1372648     2.72                 88            4.14            
UseCases/SecureMin  3          0              25000            1000        1               0:00:01.649          1372648     2.11                 108           4.16            
UseCases/SecureMin  3          0              25000            1000        1               0:00:02.608          1372648     2.87                 90            4.10            
UseCases/SecureMin  3          0              25000            1000        2               0:00:03.522          1372648     3.81                 86            4.15            
UseCases/SecureMin  3          0              25000            1000        2               0:00:02.245          1372648     2.43                 86            4.15            
UseCases/SecureMin  3          0              25000            1000        2               0:00:02.400          1372648     2.67                 90            4.15            
UseCases/SecureMin  3          0              25000            1000        2               0:00:03.568          1372648     3.86                 90            4.06            
UseCases/SecureMin  3          0              25000            1000        2               0:00:03.200          1372648     3.50                 96            4.09            
UseCases/SecureMin  3          0              25000            1000        2               0:00:02.728          1372648     3.93                 86            4.07            
UseCases/SecureMin  3          0              25000            1000        2               0:00:04.039          1372648     4.34                 96            4.02            
UseCases/SecureMin  3          0              25000            1000        2               0:00:03.683          1372648     3.96                 92            4.03            
UseCases/SecureMin  3          0              25000            1000        2               0:00:02.975          1372648     3.27                 86            4.24            
UseCases/SecureMin  3          0              25000            1000        2               0:00:02.899          1372648     3.18                 88            4.05            
UseCases/SecureMin  3          0              25000            1000        5               0:00:14.843          1372648     15.14                86            4.20            
UseCases/SecureMin  3          0              25000            1000        5               0:00:06.105          1372648     6.42                 96            4.04            
UseCases/SecureMin  3          0              25000            1000        5               0:00:06.190          1372648     6.49                 82            4.21            
UseCases/SecureMin  3          0              25000            1000        5               0:00:06.850          1372648     7.15                 80            4.13            
UseCases/SecureMin  3          0              25000            1000        5               0:00:06.040          1372648     6.34                 84            4.11            
UseCases/SecureMin  3          0              25000            1000        5               0:00:06.971          1372648     7.27                 80            4.07            
UseCases/SecureMin  3          0              25000            1000        5               0:00:07.049          1372648     7.37                 106           4.18            
UseCases/SecureMin  3          0              25000            1000        5               0:00:06.589          1372648     6.90                 102           4.28            
UseCases/SecureMin  3          0              25000            1000        5               0:00:06.517          1372648     6.72                 96            4.25            
UseCases/SecureMin  3          0              25000            1000        5               0:00:09.056          1372648     10.56                86            4.06            
