comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    4        512       58        1         0         5         10000     10000     10000       0           1           1             .014101      NA          .909234           .811248             .830679            .845416              2229          2614
0.02          3                  1                  0    4        512       58        1         0         5         10000     10000     10000       1           1           1             .218983      .797268     .765602           .677853             .936733            1.738750             4472          1421
