program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB);AllDataRec(MB);ALLmessagesSent;AllMessagesRec;multTripPresetup;multTripSetup;sharedPowerPresetup;sharedPowerSetup;sharedBitPresetup;sharedBitSetup;baseOT;otExtension;kk13OtExtension;preprocessingTime;gatesSetup;gatesOnline
BitAnd;boolean_gmw;3;0;25000;10;0;226.139;3.25;30;11;0.184;0.184;392;392;2.024;2.673;0.000;0.000;0.000;0.000;0.000;Setup;Extension;119.647;0.006;89.927
BitAnd;boolean_gmw;3;0;25000;10;0;233.126;3.24;32;11;0.184;0.184;392;392;2.088;1.171;0.000;0.000;0.000;0.000;0.000;Setup;Extension;124.219;0.005;92.984
BitAnd;boolean_gmw;3;0;25000;10;0;137.403;0.15;33;198;0.184;0.184;392;392;0.757;2.542;0.000;0.000;0.000;0.000;0.000;Setup;Extension;122.399;0.004;6.422
BitAnd;boolean_gmw;3;0;25000;10;0;182.972;3.23;31;11;0.184;0.184;392;392;1.303;36.421;0.000;0.000;0.000;0.000;0.000;Setup;Extension;120.721;0.005;45.878
BitAnd;boolean_gmw;3;0;25000;10;0;140.567;0.17;30;173;0.184;0.184;392;392;0.740;1.215;0.000;0.000;0.000;0.000;0.000;Setup;Extension;126.791;0.004;6.113
BitAnd;boolean_gmw;3;0;25000;10;0;231.393;3.25;34;11;0.184;0.184;392;392;1.144;1.209;0.000;0.000;0.000;0.000;0.000;Setup;Extension;125.315;0.005;88.594
BitAnd;boolean_gmw;3;0;25000;10;0;98.502;0.12;29;249;0.184;0.184;392;392;0.601;1.545;0.000;0.000;0.000;0.000;0.000;Setup;Extension;81.045;0.004;7.373
BitAnd;boolean_gmw;3;0;25000;10;0;237.531;3.24;34;11;0.184;0.184;392;392;0.896;41.966;0.000;0.000;0.000;0.000;0.000;Setup;Extension;133.279;0.005;88.577
BitAnd;boolean_gmw;3;0;25000;10;0;101.579;3.12;32;11;0.184;0.184;392;392;0.892;1.339;0.000;0.000;0.000;0.000;0.000;Setup;Extension;84.707;0.005;2.969
BitAnd;boolean_gmw;3;0;25000;10;0;166.155;3.18;30;11;0.184;0.184;392;392;0.884;2.941;0.000;0.000;0.000;0.000;0.000;Setup;Extension;145.118;0.005;5.873
BitAnd;boolean_gmw;3;0;10000;10;0;99.782;3.12;30;11;0.184;0.184;392;392;2.121;2.069;0.000;0.000;0.000;0.000;0.000;Setup;Extension;81.322;0.005;3.682
BitAnd;boolean_gmw;3;0;10000;10;0;111.068;3.13;29;11;0.184;0.184;392;392;2.247;2.115;0.000;0.000;0.000;0.000;0.000;Setup;Extension;88.676;0.006;9.427
BitAnd;boolean_gmw;3;0;10000;10;0;106.595;3.11;31;11;0.184;0.184;392;392;0.927;1.680;0.000;0.000;0.000;0.000;0.000;Setup;Extension;86.538;0.005;5.531
BitAnd;boolean_gmw;3;0;10000;10;0;156.052;3.17;29;21;0.184;0.184;392;392;1.020;1.703;0.000;0.000;0.000;0.000;0.000;Setup;Extension;128.783;0.005;4.029
BitAnd;boolean_gmw;3;0;10000;10;0;112.443;3.13;26;11;0.184;0.184;392;392;2.145;2.846;0.000;0.000;0.000;0.000;0.000;Setup;Extension;94.521;0.005;5.663
