program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);System time (s);Preprocessing Time(s)
52;RING;semidishonest;semi2k;3;0.77;37;1;0;25000;10000;0;99.0644;99.38;714;1454%;~442780;108241;323607;465.97;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;0;98.9569;99.30;709;1452%;~442780;108241;323607;462.75;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;0;99.1381;99.47;710;1452%;~442780;108241;323607;459.99;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;0;100.864;101.18;733;1447%;~442780;108241;323607;467.13;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;0;99.1609;99.51;722;1458%;~442780;108241;323607;468.00;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;0;98.5727;98.91;732;1458%;~442780;108241;323607;463.73;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;0;100.511;100.84;717;1450%;~442780;108241;323607;469.69;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;0;100.808;101.15;710;1452%;~442780;108241;323607;469.46;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;0;101.828;102.17;726;1448%;~442780;108241;323607;478.37;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;0;99.1608;99.48;715;1456%;~442780;108241;323607;462.90;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;1;171.173;172.44;702;1118%;~442780;108241;323607;617.02;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;1;169.826;171.09;705;1129%;~442780;108241;323607;627.16;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;1;173.846;175.29;701;1103%;~442780;108241;323607;631.54;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;1;170.873;171.39;707;1131%;~442780;108241;323607;634.56;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;1;171.309;173.98;722;1106%;~442780;108241;323607;625.12;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;1;173.171;173.66;713;1112%;~442780;108241;323607;628.00;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;1;170.131;170.63;717;1127%;~442780;108241;323607;617.45;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;1;171.609;172.87;707;1115%;~442780;108241;323607;621.94;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;1;171.494;172.41;706;1123%;~442780;108241;323607;627.57;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;1;176.484;177.72;697;1089%;~442780;108241;323607;622.54;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;2;294.528;296.76;711;742%;~442780;108241;323607;671.25;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;2;296.066;297.54;714;742%;~442780;108241;323607;672.87;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;2;294.259;296.97;737;740%;~442780;108241;323607;677.51;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;2;291.845;294.20;700;750%;~442780;108241;323607;678.69;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;2;286.647;287.38;718;768%;~442780;108241;323607;680.21;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;2;287.314;288.79;705;765%;~442780;108241;323607;684.27;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;2;291.846;293.54;720;753%;~442780;108241;323607;678.47;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;2;290.529;292.16;703;756%;~442780;108241;323607;687.39;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;2;293.734;295.59;727;746%;~442780;108241;323607;676.07;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;2;298.767;302.86;708;725%;~442780;108241;323607;670.69;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;5;1012.76;1016.13;755;222%;~442780;108241;323607;652.09;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;5;1009.35;1012.78;748;222%;~442780;108241;323607;649.15;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;5;1029.43;1030.94;749;219%;~442780;108241;323607;652.94;NA
52;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;10000;5;1012.43;1015.89;746;221%;~442780;108241;323607;645.63;NA
