program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB);AllDataRec(MB);ALLmessagesSent;AllMessagesRec;multTripPresetup;multTripSetup;sharedPowerPresetup;sharedPowerSetup;sharedBitPresetup;sharedBitSetup;baseOT;otExtension;kk13OtExtension;preprocessingTime;gatesSetup;gatesOnline
auction;boolean_gmw;3;0;25000;50;0;267448.438;337.69;69301;1065;1071.333;1236.372;9542229;9542229;113.092;2063.301;823.903;823.903;2793.958;2793.958;0.000;Setup;Extension;6839.720;207514.793;53079.951
auction;boolean_gmw;3;0;25000;50;0;274779.704;344.64;69352;1109;1071.333;1236.372;9542229;9542229;103.343;2071.956;788.025;788.025;2920.172;2920.172;0.000;Setup;Extension;6915.315;212791.317;55062.315
auction;boolean_gmw;3;0;25000;50;0;263484.712;329.38;68443;1086;1071.333;1236.372;9542229;9542229;90.449;2208.086;748.823;748.823;3081.389;3081.389;0.000;Setup;Extension;6836.887;203035.328;53600.585
auction;boolean_gmw;3;0;25000;50;0;264227.750;333.43;68708;1013;1071.333;1236.372;9542229;9542229;82.535;2572.501;812.665;812.665;3225.991;3225.991;0.000;Setup;Extension;7118.133;205959.026;51137.857
auction;boolean_gmw;3;0;25000;50;0;262316.711;328.79;69121;1127;1071.333;1236.372;9542229;9542229;84.903;2551.259;807.899;807.899;3312.273;3312.273;0.000;Setup;Extension;7025.468;198425.677;56854.631
auction;boolean_gmw;3;0;25000;50;0;270207.882;339.63;68757;1047;1071.333;1236.372;9542229;9542229;81.199;2276.641;808.874;808.874;3167.173;3167.173;0.000;Setup;Extension;7080.251;208216.781;54900.215
auction;boolean_gmw;3;0;25000;50;0;277061.136;343.40;68747;1079;1071.333;1236.372;9542229;9542229;83.632;2636.482;796.230;796.230;3292.526;3292.526;0.000;Setup;Extension;7039.964;215415.769;54593.839
auction;boolean_gmw;3;0;25000;50;0;259942.698;330.20;69184;1118;1071.333;1236.372;9542229;9542229;82.612;2664.318;808.900;808.900;3300.939;3300.939;0.000;Setup;Extension;7187.412;197882.378;54857.271
auction;boolean_gmw;3;0;25000;50;0;272395.867;342.09;69999;1083;1071.333;1236.372;9542229;9542229;94.240;2248.330;805.937;805.937;2942.363;2942.363;0.000;Setup;Extension;6829.176;210091.435;55464.208
auction;boolean_gmw;3;0;25000;50;0;271936.425;338.93;68719;1042;1071.333;1236.372;9542229;9542229;81.230;2542.265;800.375;800.375;3167.266;3167.266;0.000;Setup;Extension;6932.901;211531.599;53462.074
auction;boolean_gmw;3;25;25000;50;0;283340.935;350.56;71197;1036;1071.333;1236.372;9542229;9542229;84.238;9384.205;697.322;697.322;12654.548;12654.548;0.000;Setup;Extension;17243.429;212353.092;53733.604
auction;boolean_gmw;3;25;25000;50;0;277743.850;344.36;70963;1022;1071.333;1236.372;9542229;9542229;103.942;9258.302;825.855;825.855;12422.049;12422.049;0.000;Setup;Extension;17039.240;207916.340;52776.660
auction;boolean_gmw;3;25;25000;50;0;292765.471;359.37;71161;1001;1071.333;1236.372;9542229;9542229;87.961;9355.466;863.929;863.929;12590.222;12590.222;0.000;Setup;Extension;17223.911;221967.475;53563.198
auction;boolean_gmw;3;25;25000;50;0;267882.431;334.39;71830;1044;1071.333;1236.372;9542229;9542229;102.115;9349.554;782.185;782.185;12599.368;12599.368;0.000;Setup;Extension;17192.723;200950.556;49728.189
auction;boolean_gmw;3;25;25000;50;0;296270.054;363.63;70219;991;1071.333;1236.372;9542229;9542229;84.955;9379.447;705.849;705.849;12610.329;12610.329;0.000;Setup;Extension;17151.087;227027.771;52079.657
auction;boolean_gmw;3;25;25000;50;0;273353.262;340.42;71701;1016;1071.333;1236.372;9542229;9542229;103.057;9288.320;829.222;829.222;12463.497;12463.497;0.000;Setup;Extension;17067.174;204911.568;51365.385
auction;boolean_gmw;3;25;25000;50;0;274274.051;341.75;71528;1039;1071.333;1236.372;9542229;9542229;101.457;9262.122;830.521;830.521;12517.091;12517.091;0.000;Setup;Extension;17099.183;204431.585;52735.103
auction;boolean_gmw;3;25;25000;50;0;266867.008;334.05;71118;1052;1071.333;1236.372;9542229;9542229;98.835;9367.250;856.182;856.182;12869.485;12869.485;0.000;Setup;Extension;17491.436;196281.936;53082.361
auction;boolean_gmw;3;25;25000;50;0;284467.048;352.26;71384;1002;1071.333;1236.372;9542229;9542229;84.297;9422.908;838.239;838.239;12705.568;12705.568;0.000;Setup;Extension;17317.611;214870.523;52270.344
