program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB),AllDataRec(MB);ALLmessagesSent,AllMessagesRec
min;boolean_gmw;3;0;25000;1000;0;162690.450;175.68;19168;495;230.833;294.310;1684408;1684408
min;boolean_gmw;3;0;25000;1000;0;164792.593;178.01;18929;487;230.833;294.310;1684408;1684408
min;boolean_gmw;3;0;25000;1000;0;163314.880;179.71;19757;481;230.833;294.310;1684408;1684408
min;boolean_gmw;3;0;25000;1000;0;168691.293;181.39;19494;485;230.833;294.310;1684408;1684408
min;boolean_gmw;3;0;25000;1000;0;182566.888;198.92;20086;460;230.833;294.310;1684408;1684408
min;boolean_gmw;3;0;25000;1000;0;169019.482;185.39;19537;471;230.833;294.310;1684408;1684408
min;boolean_gmw;3;0;25000;1000;0;171414.465;184.38;20157;480;230.833;294.310;1684408;1684408
min;boolean_gmw;3;0;25000;1000;0;170865.629;186.69;19725;457;230.833;294.310;1684408;1684408
min;boolean_gmw;3;0;25000;1000;0;163204.148;179.43;19307;488;230.833;294.310;1684408;1684408
min;boolean_gmw;3;0;25000;1000;0;171745.153;184.69;19769;484;230.833;294.310;1684408;1684408
min;boolean_gmw;3;25;25000;1000;0;835608.900;848.77;21504;110;230.833;294.310;1684408;1684408
min;boolean_gmw;3;25;25000;1000;0;826056.087;839.07;21509;111;230.833;294.310;1684408;1684408
min;boolean_gmw;3;25;25000;1000;0;831543.636;844.73;21618;115;230.833;294.310;1684408;1684408
min;boolean_gmw;3;25;25000;1000;0;830914.248;843.88;21745;109;230.833;294.310;1684408;1684408
min;boolean_gmw;3;25;25000;1000;0;826741.005;839.72;21595;111;230.833;294.310;1684408;1684408
