program;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);Bytes Send;runtime_external(s);peakRAM(MiB);System Time(s);jobCPU(%)
UseCases/SecureMin;3;0;25000;1000;0;0:00:01.687;1372648;1.98;94;4.17
UseCases/SecureMin;3;0;25000;1000;0;0:00:01.662;1372648;1.94;94;4.06
UseCases/SecureMin;3;0;25000;1000;0;0:00:01.666;1372648;1.85;106;4.14
UseCases/SecureMin;3;0;25000;1000;0;0:00:01.590;1372648;1.77;100;4.11
UseCases/SecureMin;3;0;25000;1000;0;0:00:01.442;1372648;1.63;100;4.07
UseCases/SecureMin;3;0;25000;1000;0;0:00:01.425;1372648;1.61;86;4.24
UseCases/SecureMin;3;0;25000;1000;0;0:00:01.414;1372648;1.65;92;4.09
UseCases/SecureMin;3;0;25000;1000;0;0:00:01.458;1372648;1.73;92;4.23
UseCases/SecureMin;3;0;25000;1000;0;0:00:01.354;1372648;1.61;84;4.16
UseCases/SecureMin;3;0;25000;1000;0;0:00:01.421;1372648;1.60;102;4.20
UseCases/SecureMin;3;0;10000;1000;0;0:00:01.548;1372648;1.81;88;4.14
UseCases/SecureMin;3;0;10000;1000;0;0:00:01.389;1372648;1.64;84;4.10
UseCases/SecureMin;3;0;10000;1000;0;0:00:01.700;1372648;1.97;80;4.20
UseCases/SecureMin;3;0;10000;1000;0;0:00:01.521;1372648;1.80;84;4.19
UseCases/SecureMin;3;0;10000;1000;0;0:00:01.695;1372648;1.97;86;4.15
UseCases/SecureMin;3;0;10000;1000;0;0:00:01.483;1372648;1.66;84;4.10
UseCases/SecureMin;3;0;10000;1000;0;0:00:01.657;1372648;1.84;92;4.16
UseCases/SecureMin;3;0;10000;1000;0;0:00:01.359;1372648;1.52;104;4.19
UseCases/SecureMin;3;0;10000;1000;0;0:00:01.419;1372648;1.60;100;4.10
UseCases/SecureMin;3;0;10000;1000;0;0:00:01.634;1372648;1.80;84;4.19
UseCases/SecureMin;3;0;1000;1000;0;0:00:01.395;1372648;1.65;96;4.09
UseCases/SecureMin;3;0;1000;1000;0;0:00:01.675;1372648;1.85;80;4.11
UseCases/SecureMin;3;0;1000;1000;0;0:00:01.370;1372648;1.65;90;4.16
UseCases/SecureMin;3;0;1000;1000;0;0:00:01.602;1372648;1.85;100;4.16
UseCases/SecureMin;3;0;1000;1000;0;0:00:01.368;1372648;1.64;92;4.18
UseCases/SecureMin;3;0;1000;1000;0;0:00:01.669;1372648;1.94;90;4.15
UseCases/SecureMin;3;0;1000;1000;0;0:00:01.360;1372648;1.62;80;4.17
UseCases/SecureMin;3;0;1000;1000;0;0:00:01.668;1372648;1.91;86;4.10
UseCases/SecureMin;3;0;1000;1000;0;0:00:02.001;1372648;2.25;88;4.06
UseCases/SecureMin;3;0;1000;1000;0;0:00:01.642;1372648;1.90;100;4.11
UseCases/SecureMin;3;0;100;1000;0;0:00:01.541;1372648;1.80;90;4.20
UseCases/SecureMin;3;0;100;1000;0;0:00:01.885;1372648;2.07;92;4.17
UseCases/SecureMin;3;0;100;1000;0;0:00:01.833;1372648;2.11;84;4.09
UseCases/SecureMin;3;0;100;1000;0;0:00:01.560;1372648;1.84;84;4.10
UseCases/SecureMin;3;0;100;1000;0;0:00:01.660;1372648;1.92;110;4.11
UseCases/SecureMin;3;0;100;1000;0;0:00:01.608;1372648;1.88;84;4.08
UseCases/SecureMin;3;0;100;1000;0;0:00:01.387;1372648;1.66;98;4.19
UseCases/SecureMin;3;0;100;1000;0;0:00:01.631;1372648;1.90;92;4.08
UseCases/SecureMin;3;0;100;1000;0;0:00:01.703;1372648;1.98;98;4.05
UseCases/SecureMin;3;0;100;1000;0;0:00:01.667;1372648;1.94;88;4.18
