program            partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(s)  Bytes Send  runtime_external(s)  peakRAM(MiB)  System Time(s)
Benchmarks/BitAND  3          0              25000            10000       0               0:00:17.483          1519867     17.84                478           4.21
Benchmarks/BitAND  3          0              25000            10000       0               0:00:16.833          1519867     17.13                470           4.31
Benchmarks/BitAND  3          0              25000            10000       0               0:00:16.506          1519867     16.69                467           4.28
Benchmarks/BitAND  3          0              25000            10000       0               0:00:17.294          1519867     17.67                460           4.06
Benchmarks/BitAND  3          0              25000            10000       0               0:00:16.671          1519867     16.86                449           4.21
Benchmarks/BitAND  3          0              25000            10000       0               0:00:16.183          1519867     16.47                482           4.14
Benchmarks/BitAND  3          0              25000            10000       0               0:00:16.543          1519867     16.74                484           4.23
Benchmarks/BitAND  3          0              25000            10000       0               0:00:17.853          1519867     18.26                409           4.26
Benchmarks/BitAND  3          0              25000            10000       0               0:00:17.285          1519867     17.59                415           4.34
Benchmarks/BitAND  3          0              25000            10000       0               0:00:16.328          1519867     16.67                473           4.25
Benchmarks/BitAND  3          25             25000            10000       0               0:00:17.312          1519867     17.63                451           4.17
Benchmarks/BitAND  3          25             25000            10000       0               0:00:17.759          1519867     18.24                443           4.15
Benchmarks/BitAND  3          25             25000            10000       0               0:00:17.422          1519867     17.83                400           4.13
Benchmarks/BitAND  3          25             25000            10000       0               0:00:17.581          1519867     17.86                458           4.16
Benchmarks/BitAND  3          25             25000            10000       0               0:00:17.404          1519867     17.69                428           4.30
Benchmarks/BitAND  3          25             25000            10000       0               0:00:17.429          1519867     17.75                435           4.24
Benchmarks/BitAND  3          25             25000            10000       0               0:00:16.927          1519867     17.33                460           4.25
Benchmarks/BitAND  3          25             25000            10000       0               0:00:18.189          1519867     18.61                405           4.08
Benchmarks/BitAND  3          25             25000            10000       0               0:00:17.595          1519867     17.95                401           4.21
Benchmarks/BitAND  3          25             25000            10000       0               0:00:17.212          1519867     17.54                419           4.12
Benchmarks/BitAND  3          50             25000            10000       0               0:00:17.376          1519867     17.83                465           4.12
Benchmarks/BitAND  3          50             25000            10000       0               0:00:17.179          1519867     17.61                386           4.24
Benchmarks/BitAND  3          50             25000            10000       0               0:00:17.260          1519867     17.77                409           4.15
Benchmarks/BitAND  3          50             25000            10000       0               0:00:17.455          1519867     17.92                409           4.26
Benchmarks/BitAND  3          50             25000            10000       0               0:00:17.842          1519867     18.62                395           4.15
Benchmarks/BitAND  3          50             25000            10000       0               0:00:17.189          1519867     17.61                401           4.14
Benchmarks/BitAND  3          50             25000            10000       0               0:00:18.374          1519867     18.86                384           4.20
Benchmarks/BitAND  3          50             25000            10000       0               0:00:17.341          1519867     17.88                374           4.30
Benchmarks/BitAND  3          50             25000            10000       0               0:00:17.392          1519867     17.91                408           4.30
Benchmarks/BitAND  3          50             25000            10000       0               0:00:17.753          1519867     18.20                441           4.16
Benchmarks/BitAND  3          75             25000            10000       0               0:00:17.738          1519867     18.33                417           4.17
Benchmarks/BitAND  3          75             25000            10000       0               0:00:17.492          1519867     18.27                422           4.20
Benchmarks/BitAND  3          75             25000            10000       0               0:00:17.424          1519867     18.03                432           4.20
Benchmarks/BitAND  3          75             25000            10000       0               0:00:17.568          1519867     18.10                412           4.11
Benchmarks/BitAND  3          75             25000            10000       0               0:00:17.594          1519867     18.20                417           4.17
Benchmarks/BitAND  3          75             25000            10000       0               0:00:17.903          1519867     18.49                422           4.12
Benchmarks/BitAND  3          75             25000            10000       0               0:00:17.396          1519867     18.08                393           4.12
Benchmarks/BitAND  3          75             25000            10000       0               0:00:17.066          1519867     17.65                426           3.99
Benchmarks/BitAND  3          75             25000            10000       0               0:00:16.991          1519867     17.63                416           4.17
Benchmarks/BitAND  3          75             25000            10000       0               0:00:17.249          1519867     17.87                408           4.21
