comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.03          3                  NA                 0    4        512       58        1         0         2         10000     10000     10000       0           1           1                          NA                                                                   0                    3             150
0.02          3                  NA                 0    4        512       58        1         0         2         10000     10000     10000       1           1           1                                                                                               0                    3             133
