program  protocol     partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(ms)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  ALLdataSent(MB),AllDataRec(MB)  ALLmessagesSent,AllMessagesRec          
psi      boolean_gmw  3          0              25000            100         0               48486.717             57.14                10716         588        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         0               48720.697             57.41                10787         580        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         0               48790.744             56.93                10705         582        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         0               48160.595             56.72                10724         586        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         0               48870.363             57.61                10836         577        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         0               53129.235             61.16                10606         563        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         0               50148.538             58.70                10582         544        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         0               48529.838             57.02                10565         578        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         0               47380.560             55.50                10731         606        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         0               52611.546             61.25                10592         555        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         1               51921.942             60.73                10591         532        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         1               53522.435             62.38                10884         560        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         1               45165.820             50.46                10789         597        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         1               53280.256             58.74                10763         601        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         1               56737.493             65.35                10598         563        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         1               52181.092             61.03                10796         554        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         1               46691.662             55.55                10818         549        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         1               50712.965             59.24                10587         548        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         1               47170.805             53.79                10650         596        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         1               54431.224             59.76                10787         604        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         2               49886.239             58.51                10595         557        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         2               54205.997             62.83                10829         543        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         2               53468.623             62.15                10633         549        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         2               52952.493             61.06                10699         525        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         2               52130.768             57.48                10625         577        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         2               51614.109             60.43                10794         571        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         2               52551.996             61.20                10750         535        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         2               51772.835             60.43                10848         563        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         2               52987.969             61.69                10731         535        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         2               54150.119             59.41                10624         583        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         5               58462.126             67.14                10653         510        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         5               58031.831             66.62                10768         502        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         5               56367.965             65.18                10653         524        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         5               55875.094             65.02                10735         537        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         5               56606.806             65.11                10620         540        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         5               60980.966             67.17                10749         522        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         5               58209.653             67.07                10781         552        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         5               56890.727             64.92                10635         541        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         5               54684.685             62.74                10704         545        41.049                          44.223                          658596  658596
psi      boolean_gmw  3          0              25000            100         5               59125.806             67.70                10658         520        41.049                          44.223                          658596  658596
