program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);System time (s);Preprocessing Time(s)
53;RING;semihonest;replicated-ring;3;0.28;30;1;0;25000;10000;0;0.165112;0.30;99;480%;~240;15.8715;47.6146;0.24;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;0;0.15987;0.29;98;493%;~240;15.8715;47.6146;0.25;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;0;0.172622;0.31;97;479%;~240;15.8715;47.6146;0.21;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;0;0.16598;0.31;101;436%;~240;15.8715;47.6146;0.19;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;0;0.168362;0.31;94;444%;~240;15.8715;47.6146;0.19;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;0;0.183488;0.32;99;443%;~240;15.8715;47.6146;0.24;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;0;0.170072;0.29;95;478%;~240;15.8715;47.6146;0.20;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;0;0.174569;0.31;101;468%;~240;15.8715;47.6146;0.21;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;0;0.170444;0.32;98;453%;~240;15.8715;47.6146;0.19;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;25000;10000;0;0.173195;0.32;98;462%;~240;15.8715;47.6146;0.21;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;10000;10000;0;0.174494;0.31;100;465%;~240;15.8715;47.6146;0.24;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;10000;10000;0;0.172306;0.31;101;467%;~240;15.8715;47.6146;0.20;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;10000;10000;0;0.152595;0.30;97;417%;~240;15.8715;47.6146;0.17;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;10000;10000;0;0.179225;0.33;99;443%;~240;15.8715;47.6146;0.26;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;10000;10000;0;0.175777;0.32;97;431%;~240;15.8715;47.6146;0.17;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;10000;10000;0;0.177994;0.33;102;437%;~240;15.8715;47.6146;0.17;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;10000;10000;0;0.172348;0.30;99;483%;~240;15.8715;47.6146;0.30;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;10000;10000;0;0.179219;0.32;96;434%;~240;15.8715;47.6146;0.21;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;10000;10000;0;0.175239;0.30;99;444%;~240;15.8715;47.6146;0.17;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;10000;10000;0;0.158397;0.29;101;492%;~240;15.8715;47.6146;0.21;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;1000;10000;0;0.231525;0.38;97;409%;~240;15.8715;47.6146;0.20;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;1000;10000;0;0.232486;0.37;101;408%;~240;15.8715;47.6146;0.26;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;1000;10000;0;0.231938;0.39;98;373%;~240;15.8715;47.6146;0.16;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;1000;10000;0;0.224425;0.35;99;412%;~240;15.8715;47.6146;0.23;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;1000;10000;0;0.240041;0.40;99;401%;~240;15.8715;47.6146;0.24;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;1000;10000;0;0.236103;0.38;102;407%;~240;15.8715;47.6146;0.22;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;1000;10000;0;0.227498;0.37;99;416%;~240;15.8715;47.6146;0.25;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;1000;10000;0;0.227876;0.36;102;415%;~240;15.8715;47.6146;0.18;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;1000;10000;0;0.243657;0.40;100;406%;~240;15.8715;47.6146;0.15;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;1000;10000;0;0.228025;0.38;98;342%;~240;15.8715;47.6146;0.16;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;100;10000;0;1.36844;1.50;100;159%;~240;15.8715;47.6146;0.32;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;100;10000;0;1.39312;1.53;98;156%;~240;15.8715;47.6146;0.28;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;100;10000;0;1.38681;1.52;99;156%;~240;15.8715;47.6146;0.32;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;100;10000;0;1.39469;1.54;100;152%;~240;15.8715;47.6146;0.28;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;100;10000;0;1.40489;1.54;102;150%;~240;15.8715;47.6146;0.19;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;100;10000;0;1.39094;1.54;98;160%;~240;15.8715;47.6146;0.29;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;100;10000;0;1.39171;1.54;100;155%;~240;15.8715;47.6146;0.26;NA
53;RING;semihonest;replicated-ring;3;NA;NA;NA;0;100;10000;0;1.39445;1.53;99;160%;~240;15.8715;47.6146;0.27;NA
