program  protocol     partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(ms)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  ALLdataSent(MB)  AllDataRec(MB)  ALLmessagesSent  AllMessagesRec  multTripPresetup  multTripSetup  sharedPowerPresetup  sharedPowerSetup  sharedBitPresetup  sharedBitSetup  baseOT  otExtension  kk13OtExtension  preprocessingTime  gatesSetup  gatesOnline
psi      boolean_gmw  4          0              25000            100         0               5709.359              9.41                 1363          295        10.705           13.879          44796            44796           50.848            200.601        17.558               17.558            199.178            199.178         0.000   Setup        Extension        490.588            20.115      5188.582
psi      boolean_gmw  4          0              25000            100         0               5652.002              9.42                 1360          309        10.705           13.879          44796            44796           78.984            194.446        19.610               19.610            218.353            218.353         0.000   Setup        Extension        570.919            21.800      5047.028
psi      boolean_gmw  4          0              25000            100         0               5560.503              9.28                 1367          284        10.705           13.879          44796            44796           83.407            154.703        21.507               21.507            153.348            153.348         0.000   Setup        Extension        590.964            21.328      4933.375
psi      boolean_gmw  4          0              25000            100         0               4698.502              8.45                 1364          346        10.705           13.879          44796            44796           56.848            119.909        17.942               17.942            144.009            144.009         0.000   Setup        Extension        542.184            22.018      4123.196
psi      boolean_gmw  4          0              25000            100         0               5709.669              6.42                 1362          447        10.705           13.879          44796            44796           76.977            165.031        19.287               19.287            194.457            194.457         0.000   Setup        Extension        602.021            22.235      5074.380
psi      boolean_gmw  4          0              25000            100         0               5391.472              9.08                 1368          325        10.705           13.879          44796            44796           79.707            89.093         22.044               22.044            116.521            116.521         0.000   Setup        Extension        511.971            21.756      4843.354
psi      boolean_gmw  4          0              25000            100         0               6674.255              10.44                1373          252        10.705           13.879          44796            44796           68.183            169.681        17.198               17.198            195.710            195.710         0.000   Setup        Extension        552.889            20.063      6088.977
psi      boolean_gmw  4          0              25000            100         0               5342.508              9.06                 1365          327        10.705           13.879          44796            44796           53.317            284.998        17.111               17.111            310.920            310.920         0.000   Setup        Extension        620.723            20.273      4689.934
psi      boolean_gmw  4          0              25000            100         0               5904.268              9.62                 1371          297        10.705           13.879          44796            44796           51.053            224.415        17.393               17.393            248.792            248.792         0.000   Setup        Extension        587.204            21.865      5282.319
psi      boolean_gmw  4          0              25000            100         0               7108.340              10.86                1367          256        10.705           13.879          44796            44796           78.582            191.172        21.219               21.219            194.847            194.847         0.000   Setup        Extension        474.206            21.252      6602.454
psi      boolean_gmw  4          0              25000            100         1               7100.550              10.85                1360          275        10.705           13.879          44796            44796           78.893            163.501        20.264               20.264            220.660            220.660         0.000   Setup        Extension        769.460            20.958      6299.938
psi      boolean_gmw  4          0              25000            100         1               6519.236              10.29                1368          301        10.705           13.879          44796            44796           55.223            175.257        17.809               17.809            179.262            179.262         0.000   Setup        Extension        862.127            20.802      5623.922
psi      boolean_gmw  4          0              25000            100         1               7545.186              11.25                1368          247        10.705           13.879          44796            44796           56.555            244.839        17.943               17.943            249.831            249.831         0.000   Setup        Extension        772.519            20.687      6738.812
psi      boolean_gmw  4          0              25000            100         1               5276.097              9.19                 1362          315        10.705           13.879          44796            44796           77.596            286.318        20.872               20.872            312.780            312.780         0.000   Setup        Extension        853.043            21.310      4389.625
psi      boolean_gmw  4          0              25000            100         1               6925.948              10.96                1366          275        10.705           13.879          44796            44796           77.550            130.998        20.605               20.605            177.669            177.669         0.000   Setup        Extension        775.806            19.969      6113.695
psi      boolean_gmw  4          0              25000            100         1               6861.438              11.58                1354          285        10.705           13.879          44796            44796           72.623            253.730        19.166               19.166            264.838            264.838         0.000   Setup        Extension        820.692            21.494      6008.308
psi      boolean_gmw  4          0              25000            100         1               6838.313              10.55                1360          290        10.705           13.879          44796            44796           76.713            143.012        19.149               19.149            171.701            171.701         0.000   Setup        Extension        888.130            21.723      5917.917
psi      boolean_gmw  4          0              25000            100         1               7630.555              11.55                1370          242        10.705           13.879          44796            44796           46.003            70.248         16.476               16.476            72.652             72.652          0.000   Setup        Extension        820.812            20.779      6775.667
psi      boolean_gmw  4          0              25000            100         1               6261.034              9.97                 1369          304        10.705           13.879          44796            44796           51.780            227.714        17.212               17.212            235.190            235.190         0.000   Setup        Extension        796.461            21.471      5429.940
