program  c.domain  adv.model      protocol   partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  System time (s)
62       RING      semihonest     rep4-ring  4          1.62          70                 1                  0              25000            100         0               0.0582814            0.14                 18            87%        ~60           0.990302        2.81762          0.03
62       RING      semihonest     rep4-ring  4          NA            NA                 NA                 0              25000            100         0               0.0591932            0.14                 20            91%        ~60           0.990302        2.81762          0.05
62       RING      semihonest     rep4-ring  4          NA            NA                 NA                 0              25000            100         0               0.0573175            0.14                 22            89%        ~60           0.990302        2.81762          0.01
62       RING      semihonest     rep4-ring  4          NA            NA                 NA                 0              25000            100         0               0.0580585            0.14                 22            87%        ~60           0.990302        2.81762          0.03
62       RING      semihonest     rep4-ring  4          NA            NA                 NA                 0              25000            100         0               0.0605624            0.14                 22            89%        ~60           0.990302        2.81762          0.03
62       RING      semihonest     rep4-ring  4          NA            NA                 NA                 0              25000            100         0               0.0609364            0.15                 22            89%        ~60           0.990302        2.81762          0.04
62       RING      semihonest     rep4-ring  4          NA            NA                 NA                 0              25000            100         0               0.0590822            0.15                 18            88%        ~60           0.990302        2.81762          0.05
62       RING      semihonest     rep4-ring  4          NA            NA                 NA                 0              25000            100         0               0.0582651            0.14                 21            89%        ~60           0.990302        2.81762          0.02
62       RING      semihonest     rep4-ring  4          NA            NA                 NA                 0              25000            100         0               0.0603499            0.15                 19            88%        ~60           0.990302        2.81762          0.03
62       RING      semihonest     rep4-ring  4          NA            NA                 NA                 0              25000            100         0               0.0612315            0.15                 21            89%        ~60           0.990302        2.81762          0.04
62       RING      semihonest     rep4-ring  4          NA            NA                 NA                 0              10000            100         0               0.0589538            0.14                 22            92%        ~60           0.990302        2.81762          0.05
