program  c.domain  adv.model   protocol         partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  System time (s)  Preprocessing Time(s)
53       RING      semihonest  replicated-ring  3          0.29          30                 1                  0              25000            10000       0               0.179462             0.33                 100           433%       ~240          15.8715         47.6146          0.28             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            10000       0               0.186029             0.34                 97            446%       ~240          15.8715         47.6146          0.29             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            10000       0               0.175942             0.31                 100           470%       ~240          15.8715         47.6146          0.17             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            10000       0               0.171116             0.32                 97            422%       ~240          15.8715         47.6146          0.18             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            10000       0               0.169648             0.30                 97            480%       ~240          15.8715         47.6146          0.23             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            10000       0               0.166664             0.30                 101           456%       ~240          15.8715         47.6146          0.21             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            10000       0               0.168717             0.30                 101           497%       ~240          15.8715         47.6146          0.28             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            10000       0               0.164375             0.29                 99            481%       ~240          15.8715         47.6146          0.18             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            10000       0               0.168287             0.32                 97            450%       ~240          15.8715         47.6146          0.25             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 25             25000            10000       0               1.25822              3.24                 99            82%        ~240          15.8715         47.6146          0.36             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 25             25000            10000       0               1.25451              3.24                 97            80%        ~240          15.8715         47.6146          0.29             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 25             25000            10000       0               1.25727              3.24                 95            81%        ~240          15.8715         47.6146          0.31             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 25             25000            10000       0               1.2585               3.25                 94            83%        ~240          15.8715         47.6146          0.38             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 25             25000            10000       0               1.25547              3.22                 91            82%        ~240          15.8715         47.6146          0.32             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 25             25000            10000       0               1.2491               3.23                 104           83%        ~240          15.8715         47.6146          0.30             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 25             25000            10000       0               1.25765              3.24                 95            82%        ~240          15.8715         47.6146          0.29             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 25             25000            10000       0               1.28059              3.23                 93            83%        ~240          15.8715         47.6146          0.31             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 25             25000            10000       0               1.25473              3.24                 97            81%        ~240          15.8715         47.6146          0.31             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 25             25000            10000       0               1.25422              3.23                 95            82%        ~240          15.8715         47.6146          0.34             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 50             25000            10000       0               2.32157              6.12                 98            44%        ~240          15.8715         47.6146          0.29             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 50             25000            10000       0               2.32304              6.10                 98            44%        ~240          15.8715         47.6146          0.29             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 50             25000            10000       0               2.32485              6.10                 97            44%        ~240          15.8715         47.6146          0.28             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 50             25000            10000       0               2.3203               6.10                 98            44%        ~240          15.8715         47.6146          0.28             NA
53       RING      semihonest  replicated-ring  3          NA            NA                 NA                 50             25000            10000       0               2.32842              6.12                 99            45%        ~240          15.8715         47.6146          0.36             NA
