comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
8.12;509;1;0;4;512;82;1;0;5;10000;10000;1;0;0;1;.001912;NA;.005047;.100640;.109754;.112500;14;22
8.83;512;1;0;4;512;82;1;0;5;10000;10000;1;1;0;1;.005992;.004170;.001573;.099337;.108067;.117500;20;23
8.27;507;1;0;4;512;182;1;0;5;10000;10000;1;0;0;1;.002010;NA;.004123;.004948;.005043;.007500;15;261
9.21;528;1;0;4;512;182;1;0;5;10000;10000;1;1;0;1;.003471;.005608;.001559;.004486;.004781;.015000;21;210
8.05;510;1;0;4;512;282;1;0;5;10000;10000;1;0;0;1;.002005;NA;.005279;.006716;.007051;.010000;14;260
8.84;513;1;0;4;512;282;1;0;5;10000;10000;1;1;0;1;.003399;.004674;.001491;.004452;.005099;.012500;21;200
