program  protocol     partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(ms)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  ALLdataSent(MB),AllDataRec(MB)  ALLmessagesSent,AllMessagesRec  multTripPresetup  multTripSetup  sharedPowerPresetup  sharedPowerSetup  sharedBitPresetup  sharedBitSetup  baseOT  otExtension  kk13OtExtension  preprocessingTime  gatesSetup  gatesOnline           
mean     boolean_gmw  3          0              25000            10000       0               24749.027             27.85                167           29         0.186                           0.186                           2859              2859           0.160                0.919             0.000              0.000           0.000   0.000        0.000            Setup              Extension   88.904       50.034   24596.460
mean     boolean_gmw  3          0              25000            10000       0               27157.709             30.26                199           34         0.186                           0.186                           2859              2859           0.300                84.733            0.000              0.000           0.000   0.000        0.000            Setup              Extension   158.374      56.705   26924.520
mean     boolean_gmw  3          0              25000            10000       0               27147.289             30.22                144           43         0.186                           0.186                           2859              2859           0.143                1.400             0.000              0.000           0.000   0.000        0.000            Setup              Extension   79.698       95.730   26956.465
mean     boolean_gmw  3          0              25000            10000       0               26303.409             29.39                181           23         0.186                           0.186                           2859              2859           0.141                1.035             0.000              0.000           0.000   0.000        0.000            Setup              Extension   86.498       9.411    26192.091
mean     boolean_gmw  3          0              25000            10000       0               24548.967             27.62                141           33         0.186                           0.186                           2859              2859           0.329                44.828            0.000              0.000           0.000   0.000        0.000            Setup              Extension   121.617      48.849   24364.900
mean     boolean_gmw  3          0              25000            10000       0               25781.487             28.87                200           33         0.186                           0.186                           2859              2859           0.146                40.808            0.000              0.000           0.000   0.000        0.000            Setup              Extension   117.042      93.984   25553.106
mean     boolean_gmw  3          0              25000            10000       0               21787.870             24.86                140           37         0.186                           0.186                           2859              2859           0.145                84.553            0.000              0.000           0.000   0.000        0.000            Setup              Extension   228.670      9.984    21532.284
mean     boolean_gmw  3          0              25000            10000       0               24270.804             27.36                203           59         0.186                           0.186                           2859              2859           0.148                0.759             0.000              0.000           0.000   0.000        0.000            Setup              Extension   77.847       51.955   24124.831
mean     boolean_gmw  3          0              25000            10000       0               26782.493             26.87                138           60         0.186                           0.186                           2859              2859           0.305                84.945            0.000              0.000           0.000   0.000        0.000            Setup              Extension   157.879      10.460   26596.843
mean     boolean_gmw  3          0              25000            10000       0               28291.381             31.36                145           25         0.186                           0.186                           2859              2859           0.301                0.801             0.000              0.000           0.000   0.000        0.000            Setup              Extension   81.439       11.712   28179.025
