program  c.domain  adv.model   protocol         partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  System time (s)  Preprocessing Time(s)
62       RING      semihonest  replicated-ring  3          15.36         448                4                  0              25000            100         0               0.359708             0.54                 29            88%        ~695          0.529922        1.58977          0.18             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         0               0.2785               0.46                 33            70%        ~695          0.529922        1.58977          0.11             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         0               0.320978             0.49                 33            77%        ~695          0.529922        1.58977          0.14             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         0               0.319904             0.49                 31            80%        ~695          0.529922        1.58977          0.22             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         0               0.300227             0.47                 32            82%        ~695          0.529922        1.58977          0.17             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         0               0.286831             0.46                 33            87%        ~695          0.529922        1.58977          0.14             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         0               0.300148             0.47                 34            89%        ~695          0.529922        1.58977          0.16             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         0               0.352397             0.52                 35            89%        ~695          0.529922        1.58977          0.19             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         0               0.33915              0.51                 33            85%        ~695          0.529922        1.58977          0.18             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         0               0.236725             0.41                 29            76%        ~695          0.529922        1.58977          0.13             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         1               0.447464             1.69                 34            29%        ~695          0.529922        1.58977          0.23             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         1               0.678564             2.93                 29            18%        ~695          0.529922        1.58977          0.22             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         1               0.844562             1.23                 32            40%        ~695          0.529922        1.58977          0.18             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         1               1.04202              1.21                 30            36%        ~695          0.529922        1.58977          0.17             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         1               0.844417             2.04                 34            19%        ~695          0.529922        1.58977          0.14             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         1               0.439921             0.83                 29            65%        ~695          0.529922        1.58977          0.20             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         1               0.850857             1.04                 33            44%        ~695          0.529922        1.58977          0.14             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         1               0.830731             1.23                 32            40%        ~695          0.529922        1.58977          0.20             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         1               0.767426             1.17                 34            41%        ~695          0.529922        1.58977          0.17             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         1               0.527797             1.95                 35            27%        ~695          0.529922        1.58977          0.19             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         2               1.26663              1.44                 29            35%        ~695          0.529922        1.58977          0.15             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         2               0.805515             2.25                 32            23%        ~695          0.529922        1.58977          0.23             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         2               0.520276             1.96                 32            28%        ~695          0.529922        1.58977          0.29             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         2               1.38735              4.09                 33            15%        ~695          0.529922        1.58977          0.25             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         2               0.788788             3.03                 29            16%        ~695          0.529922        1.58977          0.19             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         2               0.515665             0.90                 33            60%        ~695          0.529922        1.58977          0.16             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         2               0.910222             2.35                 29            24%        ~695          0.529922        1.58977          0.24             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         2               0.63341              1.24                 31            41%        ~695          0.529922        1.58977          0.16             4
62       RING      semihonest  replicated-ring  3          NA            NA                 NA                 0              25000            100         2               0.904964             1.09                 34            46%        ~695          0.529922        1.58977          0.17             4
