program  protocol     partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(ms)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  ALLdataSent(MB)  AllDataRec(MB)  ALLmessagesSent  AllMessagesRec  multTripPresetup  multTripSetup  sharedPowerPresetup  sharedPowerSetup  sharedBitPresetup  sharedBitSetup  baseOT  otExtension  kk13OtExtension  preprocessingTime  gatesSetup  gatesOnline
auction  boolean_gmw  3          0              25000            50          0               275157.633            344.00               68550         1043       1071.333         1236.372        9542229          9542229         113.907           2249.644       825.343              825.343           2942.250           2942.250        0.000   Setup        Extension        6692.960           214835.125  53617.452
auction  boolean_gmw  3          0              25000            50          0               263956.688            333.29               68478         1085       1071.333         1236.372        9542229          9542229         101.830           2311.500       819.701              819.701           3084.942           3084.942        0.000   Setup        Extension        6857.797           202309.072  54778.725
auction  boolean_gmw  3          0              25000            50          0               277308.504            346.63               68885         1083       1071.333         1236.372        9542229          9542229         103.581           2539.072       772.079              772.079           3133.638           3133.638        0.000   Setup        Extension        6858.305           216756.259  53680.357
auction  boolean_gmw  3          0              25000            50          0               256973.076            326.13               69237         1136       1071.333         1236.372        9542229          9542229         81.604            2360.796       686.443              686.443           3032.984           3032.984        0.000   Setup        Extension        6785.155           194362.318  55814.036
auction  boolean_gmw  3          0              25000            50          0               271448.769            337.77               69124         1125       1071.333         1236.372        9542229          9542229         81.362            2191.715       778.748              778.748           2941.035           2941.035        0.000   Setup        Extension        6744.969           207765.552  56926.387
auction  boolean_gmw  3          0              25000            50          0               267258.248            333.66               69020         1100       1071.333         1236.372        9542229          9542229         97.083            2325.930       784.738              784.738           3056.394           3056.394        0.000   Setup        Extension        6840.992           204572.245  55831.410
auction  boolean_gmw  3          0              25000            50          0               259912.391            330.17               69091         1130       1071.333         1236.372        9542229          9542229         103.565           2377.044       682.337              682.337           3171.379           3171.379        0.000   Setup        Extension        6985.723           196574.145  56340.183
auction  boolean_gmw  3          0              25000            50          0               273232.689            343.07               69327         1056       1071.333         1236.372        9542229          9542229         102.835           2277.462       800.453              800.453           3051.457           3051.457        0.000   Setup        Extension        6924.667           213197.034  53099.677
auction  boolean_gmw  3          0              25000            50          0               278958.150            348.54               69072         1033       1071.333         1236.372        9542229          9542229         108.925           2273.018       678.963              678.963           3132.506           3132.506        0.000   Setup        Extension        7018.899           217629.287  54294.260
auction  boolean_gmw  3          0              25000            50          0               247993.521            317.96               69258         1145       1071.333         1236.372        9542229          9542229         110.315           2501.617       673.091              673.091           3300.195           3300.195        0.000   Setup        Extension        7012.905           187226.977  53742.240
auction  boolean_gmw  3          0              25000            50          1               257820.976            328.22               72669         1079       1071.333         1236.372        9542229          9542229         108.446           3358.856       705.845              705.845           3973.723           3973.723        0.000   Setup        Extension        8255.029           193997.541  55556.538
auction  boolean_gmw  3          0              25000            50          1               270112.876            336.69               73265         1066       1071.333         1236.372        9542229          9542229         80.752            2203.575       827.775              827.775           2925.197           2925.197        0.000   Setup        Extension        6912.957           207308.976  55881.844
auction  boolean_gmw  3          0              25000            50          1               266263.959            336.31               74733         1026       1071.333         1236.372        9542229          9542229         81.586            1324.552       667.433              667.433           2042.942           2042.942        0.000   Setup        Extension        7065.121           205781.667  53406.623
auction  boolean_gmw  3          0              25000            50          1               274695.246            345.88               74726         1007       1071.333         1236.372        9542229          9542229         81.117            2220.454       799.171              799.171           3006.123           3006.123        0.000   Setup        Extension        7071.086           214927.325  52686.015
auction  boolean_gmw  3          0              25000            50          1               281356.831            351.20               72912         1068       1071.333         1236.372        9542229          9542229         81.420            2653.970       781.709              781.709           3305.260           3305.260        0.000   Setup        Extension        7083.931           218883.185  55378.870
auction  boolean_gmw  3          0              25000            50          1               273138.076            342.87               72061         1068       1071.333         1236.372        9542229          9542229         84.799            2431.767       828.477              828.477           3163.638           3163.638        0.000   Setup        Extension        7056.481           214024.197  52046.862
auction  boolean_gmw  3          0              25000            50          1               262301.383            332.39               72256         1078       1071.333         1236.372        9542229          9542229         103.769           2729.578       764.241              764.241           3534.943           3534.943        0.000   Setup        Extension        7097.724           203749.749  51443.495
auction  boolean_gmw  3          0              25000            50          1               258185.541            328.45               74278         1084       1071.333         1236.372        9542229          9542229         117.116           2379.227       674.299              674.299           3115.539           3115.539        0.000   Setup        Extension        7105.047           200716.997  50352.866
auction  boolean_gmw  3          0              25000            50          1               271599.819            341.43               72218         1109       1071.333         1236.372        9542229          9542229         84.905            2295.685       829.702              829.702           3069.618           3069.618        0.000   Setup        Extension        6980.474           211796.328  52812.168
auction  boolean_gmw  3          0              25000            50          1               265228.893            334.51               72322         1103       1071.333         1236.372        9542229          9542229         100.059           2315.624       802.795              802.795           3159.190           3159.190        0.000   Setup        Extension        6987.692           204805.832  53424.880
auction  boolean_gmw  3          0              25000            50          2               373461.145            446.13               95243         855        1071.333         1236.372        9542229          9542229         83.384            2246.263       817.767              817.767           3008.475           3008.475        0.000   Setup        Extension        7586.757           213732.304  151386.039
auction  boolean_gmw  3          0              25000            50          2               399352.848            471.61               96597         854        1071.333         1236.372        9542229          9542229         87.408            2572.595       823.433              823.433           3303.376           3303.376        0.000   Setup        Extension        7151.016           227169.941  164305.115
auction  boolean_gmw  3          0              25000            50          2               336767.257            408.92               89623         966        1071.333         1236.372        9542229          9542229         98.182            2268.440       800.118              800.118           3109.416           3109.416        0.000   Setup        Extension        7034.114           209825.559  119384.203
auction  boolean_gmw  3          0              25000            50          2               335094.126            407.69               91126         933        1071.333         1236.372        9542229          9542229         83.925            2555.838       764.680              764.680           3316.894           3316.894        0.000   Setup        Extension        7377.670           197565.137  129663.867
auction  boolean_gmw  3          0              25000            50          2               299187.004            370.39               84223         959        1071.333         1236.372        9542229          9542229         91.930            1921.992       776.540              776.540           2868.900           2868.900        0.000   Setup        Extension        7201.968           207405.755  84567.261
auction  boolean_gmw  3          0              25000            50          2               385235.084            457.35               97608         871        1071.333         1236.372        9542229          9542229         119.532           2563.558       791.218              791.218           3302.505           3302.505        0.000   Setup        Extension        7261.372           212227.052  165141.995
auction  boolean_gmw  3          0              25000            50          2               391540.596            463.89               97327         878        1071.333         1236.372        9542229          9542229         91.662            2361.206       824.554              824.554           3262.919           3262.919        0.000   Setup        Extension        7261.076           209850.551  173670.795
auction  boolean_gmw  3          0              25000            50          2               376862.927            449.53               96622         856        1071.333         1236.372        9542229          9542229         81.598            2230.164       681.557              681.557           3032.446           3032.446        0.000   Setup        Extension        7029.288           211133.954  157879.264
auction  boolean_gmw  3          0              25000            50          2               367410.455            439.46               93205         848        1071.333         1236.372        9542229          9542229         100.754           2555.888       817.758              817.758           3316.972           3316.972        0.000   Setup        Extension        7222.972           220689.139  138905.754
auction  boolean_gmw  3          0              25000            50          2               342155.287            413.74               88839         905        1071.333         1236.372        9542229          9542229         81.048            2652.466       826.640              826.640           3428.880           3428.880        0.000   Setup        Extension        7369.095           219030.432  115354.478
auction  boolean_gmw  3          0              25000            50          5               576481.456            651.60               118439        652        1071.333         1236.372        9542229          9542229         107.773           7344.028       700.794              700.794           8427.939           8427.939        0.000   Setup        Extension        11920.868          206565.613  357813.965
auction  boolean_gmw  3          0              25000            50          5               621809.368            694.05               119771        616        1071.333         1236.372        9542229          9542229         107.894           11808.952      830.190              830.190           13898.297          13898.297       0.000   Setup        Extension        17588.021          238756.867  363105.323
auction  boolean_gmw  3          0              25000            50          5               590500.051            664.42               118588        645        1071.333         1236.372        9542229          9542229         109.091           7530.830       680.855              680.855           8934.420           8934.420        0.000   Setup        Extension        12992.921          224624.495  351217.011
auction  boolean_gmw  3          0              25000            50          5               568217.828            637.77               119030        666        1071.333         1236.372        9542229          9542229         81.464            6540.976       775.973              775.973           8121.699           8121.699        0.000   Setup        Extension        11891.279          205964.057  348174.901
auction  boolean_gmw  3          0              25000            50          5               582090.449            654.18               120021        649        1071.333         1236.372        9542229          9542229         96.613            9677.118       829.010              829.010           12308.262          12308.262       0.000   Setup        Extension        16141.952          217530.548  346086.126
auction  boolean_gmw  3          0              25000            50          5               596460.142            671.35               119400        640        1071.333         1236.372        9542229          9542229         107.380           6332.777       814.501              814.501           9283.293           9283.293        0.000   Setup        Extension        13388.175          231124.036  350757.939
auction  boolean_gmw  3          0              25000            50          5               576974.811            652.84               119329        649        1071.333         1236.372        9542229          9542229         99.636            7399.907       774.430              774.430           10833.624          10833.624       0.000   Setup        Extension        14501.886          214202.853  347709.033
auction  boolean_gmw  3          0              25000            50          5               592148.950            666.05               117375        641        1071.333         1236.372        9542229          9542229         107.192           6817.608       817.871              817.871           8830.545           8830.545        0.000   Setup        Extension        13037.890          227092.996  351038.383
auction  boolean_gmw  3          0              25000            50          5               582610.323            654.23               118906        647        1071.333         1236.372        9542229          9542229         96.906            7675.952       824.329              824.329           9155.997           9155.997        0.000   Setup        Extension        13102.050          212595.583  354813.077
auction  boolean_gmw  3          0              25000            50          5               583146.031            655.61               116966        639        1071.333         1236.372        9542229          9542229         109.224           9329.141       828.116              828.116           10348.259          10348.259       0.000   Setup        Extension        14364.005          223997.864  342855.809
