program  protocol     partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(ms)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  ALLdataSent(MB),AllDataRec(MB)  ALLmessagesSent,AllMessagesRec  multTripPresetup  multTripSetup  sharedPowerPresetup  sharedPowerSetup  sharedBitPresetup  sharedBitSetup  baseOT  otExtension  kk13OtExtension  preprocessingTime  gatesSetup  gatesOnline           
mean     boolean_gmw  3          0              25000            10000       0               26471.935             29.55                196           28         0.186                           0.186                           2859              2859           0.123                88.732            0.000              0.000           0.000   0.000        0.000            Setup              Extension   172.140      11.068   26271.106
mean     boolean_gmw  3          0              25000            10000       0               26792.525             29.89                144           39         0.186                           0.186                           2859              2859           0.161                41.493            0.000              0.000           0.000   0.000        0.000            Setup              Extension   118.522      50.700   26604.514
mean     boolean_gmw  3          0              25000            10000       0               26835.480             29.92                177           27         0.186                           0.186                           2859              2859           0.140                0.784             0.000              0.000           0.000   0.000        0.000            Setup              Extension   79.272       19.388   26716.999
mean     boolean_gmw  3          0              25000            10000       0               26526.353             29.61                142           29         0.186                           0.186                           2859              2859           0.123                1.221             0.000              0.000           0.000   0.000        0.000            Setup              Extension   80.670       9.865    26418.289
mean     boolean_gmw  3          0              25000            10000       0               27869.386             30.95                200           26         0.186                           0.186                           2859              2859           0.136                1.020             0.000              0.000           0.000   0.000        0.000            Setup              Extension   82.278       57.937   27712.809
mean     boolean_gmw  3          0              25000            10000       0               26504.943             26.59                140           32         0.186                           0.186                           2859              2859           0.302                38.388            0.000              0.000           0.000   0.000        0.000            Setup              Extension   124.130      45.123   26320.354
mean     boolean_gmw  3          0              25000            10000       0               25596.327             25.69                194           40         0.186                           0.186                           2859              2859           0.128                1.254             0.000              0.000           0.000   0.000        0.000            Setup              Extension   75.255       52.639   25453.481
mean     boolean_gmw  3          0              25000            10000       0               26646.503             29.73                205           35         0.186                           0.186                           2859              2859           0.300                0.883             0.000              0.000           0.000   0.000        0.000            Setup              Extension   84.334       53.652   26493.296
mean     boolean_gmw  3          0              25000            10000       0               22980.966             26.06                201           27         0.186                           0.186                           2859              2859           0.143                0.996             0.000              0.000           0.000   0.000        0.000            Setup              Extension   83.247       58.895   22821.460
mean     boolean_gmw  3          0              25000            10000       0               26567.260             29.65                143           26         0.186                           0.186                           2859              2859           0.148                0.588             0.000              0.000           0.000   0.000        0.000            Setup              Extension   77.650       50.614   26422.980
