program                    partysize  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(s)  Bytes Send  runtime_external(s)  peakRAM(MiB)  System Time(s)
Benchmarks/multiplication  3          25000            1000        1               0:00:00.007          21337       0.32                 51            4.10
