program  protocol     partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(ms)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  ALLdataSent(MB)  AllDataRec(MB)  ALLmessagesSent  AllMessagesRec  multTripPresetup  multTripSetup  sharedPowerPresetup  sharedPowerSetup  sharedBitPresetup  sharedBitSetup  baseOT  otExtension  kk13OtExtension  preprocessingTime  gatesSetup  gatesOnline
psi      boolean_gmw  3          0              25000            100         0               3561.622              7.18                 1221          342        10.705           13.879          44796            44796           52.712            113.948        17.911               17.911            115.743            115.743         0.000   Setup        Extension        367.847            20.333      3163.758
psi      boolean_gmw  3          0              25000            100         0               5135.081              8.75                 1210          319        10.705           13.879          44796            44796           55.855            96.689         18.017               18.017            111.644            111.644         0.000   Setup        Extension        383.772            21.627      4719.529
psi      boolean_gmw  3          0              25000            100         0               5887.932              9.50                 1221          363        10.705           13.879          44796            44796           55.992            93.360         17.875               17.875            116.024            116.024         0.000   Setup        Extension        381.362            21.328      5472.071
psi      boolean_gmw  3          0              25000            100         0               4900.652              8.57                 1206          345        10.705           13.879          44796            44796           57.139            105.232        19.079               19.079            122.382            122.382         0.000   Setup        Extension        394.580            21.765      4471.115
psi      boolean_gmw  3          0              25000            100         0               6235.403              9.85                 1227          347        10.705           13.879          44796            44796           57.217            96.066         18.943               18.943            118.323            118.323         0.000   Setup        Extension        379.995            20.801      5822.617
psi      boolean_gmw  3          0              25000            100         0               4241.427              7.85                 1207          340        10.705           13.879          44796            44796           57.872            94.367         18.073               18.073            96.102             96.102          0.000   Setup        Extension        376.426            18.935      3838.942
psi      boolean_gmw  3          0              25000            100         0               7348.146              10.96                1222          290        10.705           13.879          44796            44796           46.647            74.094         16.912               16.912            87.303             87.303          0.000   Setup        Extension        362.733            21.658      6951.191
psi      boolean_gmw  3          0              25000            100         0               4346.128              7.96                 1218          352        10.705           13.879          44796            44796           57.995            86.209         19.066               19.066            93.346             93.346          0.000   Setup        Extension        357.882            12.961      3963.612
psi      boolean_gmw  3          0              25000            100         0               4160.401              7.78                 1219          411        10.705           13.879          44796            44796           56.347            87.335         18.470               18.470            90.546             90.546          0.000   Setup        Extension        358.921            20.658      3769.133
psi      boolean_gmw  3          0              25000            100         0               8221.794              11.88                1209          345        10.705           13.879          44796            44796           57.805            75.716         18.289               18.289            92.592             92.592          0.000   Setup        Extension        370.847            21.006      7821.312
psi      boolean_gmw  3          25             25000            100         0               13391.365             14.18                1226          222        10.705           13.879          44796            44796           56.889            303.059        19.700               19.700            435.490            435.490         0.000   Setup        Extension        1294.762           21.573      12058.589
psi      boolean_gmw  3          25             25000            100         0               12866.231             13.65                1226          254        10.705           13.879          44796            44796           57.136            247.301        19.677               19.677            379.258            379.258         0.000   Setup        Extension        1236.138           21.694      11596.672
psi      boolean_gmw  3          25             25000            100         0               13368.830             14.17                1216          251        10.705           13.879          44796            44796           57.140            314.428        18.598               18.598            440.776            440.776         0.000   Setup        Extension        1264.640           20.597      12070.536
psi      boolean_gmw  3          25             25000            100         0               13476.896             14.23                1228          239        10.705           13.879          44796            44796           57.638            230.731        17.280               17.280            366.365            366.365         0.000   Setup        Extension        1267.565           21.937      12170.222
