program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);System time (s)
66;RING;semidishonest;semi2k;3;2.52;112;1;0;25000;256;0;34.1618;34.31;24;263%;~35504;61.8286;184.667;53.99
66;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;256;0;34.1337;34.29;30;263%;~35504;61.8286;184.667;54.09
66;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;256;0;34.2545;34.40;30;266%;~35504;61.8286;184.667;54.86
66;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;256;0;34.2036;34.35;32;268%;~35504;61.8286;184.667;55.38
66;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;256;0;34.2963;34.45;32;267%;~35504;61.8286;184.667;55.20
66;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;256;0;34.3851;34.54;28;266%;~35504;61.8286;184.667;54.97
66;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;256;0;34.4061;34.56;28;265%;~35504;61.8286;184.667;54.42
66;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;256;0;34.3591;34.50;26;262%;~35504;61.8286;184.667;54.03
66;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;256;0;34.3412;34.50;32;267%;~35504;61.8286;184.667;56.08
66;RING;semidishonest;semi2k;3;NA;NA;NA;0;25000;256;0;34.235;34.40;34;265%;~35504;61.8286;184.667;54.37
66;RING;semidishonest;semi2k;3;NA;NA;NA;25;25000;256;0;436.548;438.22;32;22%;~35504;61.8286;184.667;58.87
66;RING;semidishonest;semi2k;3;NA;NA;NA;25;25000;256;0;436.69;438.37;29;22%;~35504;61.8286;184.667;59.14
66;RING;semidishonest;semi2k;3;NA;NA;NA;25;25000;256;0;436.629;438.31;35;22%;~35504;61.8286;184.667;58.07
66;RING;semidishonest;semi2k;3;NA;NA;NA;25;25000;256;0;436.634;438.31;27;22%;~35504;61.8286;184.667;58.01
66;RING;semidishonest;semi2k;3;NA;NA;NA;25;25000;256;0;436.99;438.67;32;22%;~35504;61.8286;184.667;59.28
66;RING;semidishonest;semi2k;3;NA;NA;NA;25;25000;256;0;436.568;438.26;32;22%;~35504;61.8286;184.667;59.65
66;RING;semidishonest;semi2k;3;NA;NA;NA;25;25000;256;0;436.393;438.08;30;22%;~35504;61.8286;184.667;58.29
66;RING;semidishonest;semi2k;3;NA;NA;NA;25;25000;256;0;436.783;438.48;32;22%;~35504;61.8286;184.667;60.03
66;RING;semidishonest;semi2k;3;NA;NA;NA;25;25000;256;0;436.563;438.25;32;22%;~35504;61.8286;184.667;59.14
66;RING;semidishonest;semi2k;3;NA;NA;NA;25;25000;256;0;436.712;438.39;32;22%;~35504;61.8286;184.667;58.48
