program  protocol     partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(ms)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  ALLdataSent(MB)  AllDataRec(MB)  ALLmessagesSent  AllMessagesRec  multTripPresetup  multTripSetup  sharedPowerPresetup  sharedPowerSetup  sharedBitPresetup  sharedBitSetup  baseOT  otExtension  kk13OtExtension  preprocessingTime  gatesSetup  gatesOnline
psi      boolean_gmw  4          0              25000            100         0               52368.097             61.69                10947         478        41.049           44.223          658596           658596          63.247            158.444        17.964               17.964            154.586            154.586         0.000   Setup        Extension        479.127            107.739     51745.828
psi      boolean_gmw  4          0              25000            100         0               47830.095             57.13                10910         515        41.049           44.223          658596           658596          58.821            146.942        19.050               19.050            150.601            150.601         0.000   Setup        Extension        480.623            109.364     47219.916
psi      boolean_gmw  4          0              25000            100         0               48425.364             57.68                10898         539        41.049           44.223          658596           658596          40.017            81.613         17.503               17.503            80.035             80.035          0.000   Setup        Extension        412.785            111.295     47889.318
psi      boolean_gmw  4          0              25000            100         0               44596.396             53.99                10889         590        41.049           44.223          658596           658596          65.940            176.341        20.824               20.824            201.870            201.870         0.000   Setup        Extension        517.387            106.222     43957.874
psi      boolean_gmw  4          0              25000            100         0               47625.438             56.91                10908         497        41.049           44.223          658596           658596          59.381            102.806        17.614               17.614            104.323            104.323         0.000   Setup        Extension        463.944            111.171     47025.289
psi      boolean_gmw  4          0              25000            100         0               47900.496             57.21                10888         529        41.049           44.223          658596           658596          58.358            141.457        18.936               18.936            145.625            145.625         0.000   Setup        Extension        392.174            109.515     47370.864
psi      boolean_gmw  4          0              25000            100         0               50263.806             59.47                10915         498        41.049           44.223          658596           658596          56.687            72.980         18.659               18.659            83.123             83.123          0.000   Setup        Extension        402.982            113.687     49723.035
psi      boolean_gmw  4          0              25000            100         0               48896.060             58.23                10901         518        41.049           44.223          658596           658596          64.210            121.723        18.617               18.617            158.005            158.005         0.000   Setup        Extension        459.701            112.898     48304.139
psi      boolean_gmw  4          0              25000            100         0               47107.795             56.34                10907         517        41.049           44.223          658596           658596          59.023            151.926        18.438               18.438            179.128            179.128         0.000   Setup        Extension        440.979            143.673     46500.218
psi      boolean_gmw  4          0              25000            100         0               45753.159             55.15                10920         566        41.049           44.223          658596           658596          60.119            240.148        18.800               18.800            262.757            262.757         0.000   Setup        Extension        578.090            113.737     45041.302
psi      boolean_gmw  4          0              25000            100         1               51589.817             61.01                10929         519        41.049           44.223          658596           658596          56.835            170.613        19.033               19.033            181.894            181.894         0.000   Setup        Extension        672.724            146.031     50744.543
psi      boolean_gmw  4          0              25000            100         1               45977.278             55.42                10907         564        41.049           44.223          658596           658596          69.962            400.939        19.604               19.604            407.180            407.180         0.000   Setup        Extension        893.285            112.284     44957.200
psi      boolean_gmw  4          0              25000            100         1               51938.694             61.43                10917         494        41.049           44.223          658596           658596          48.721            94.637         17.336               17.336            315.803            315.803         0.000   Setup        Extension        807.351            108.638     51012.674
