program  c.domain  adv.model      protocol          partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  comp.P0intin  comp.P1intin  comp.P2intin  comp.P0bitin  comp.P1bitin  compP2bitin  comp.intbits  comp.inttriples  comp.bittriples  comp.vmrounds  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  System time (s)  Tx(MB)  Tx(rounds)  Tx(s)    Rx(MB)  Rx(rounds)  Rx(s)     Brcasting(MB)  Brcasting(rounds)  Brcasting(s)  TxRx(MB)  TxRx(rounds)  TxRx(s)  Passing(MB)  Passing(rounds)  Passing(s)  Part.Brcasting(MB)  Part.Brcasting(rounds)  Part.Brcasting(s)  Ex(MB)  Ex(rounds)  Ex(s)    Ex1to1(MB)  Ex1to1(rounds)  Ex1to1(s)  Rx1to1(MB)  Rx1to1(rounds)  Rx1to1(s)  Tx1to1(MB)  Tx1to1(rounds)  Tx1to1(s)  Txtoall(MB)  Txtoall(rounds)  Txtoall(s)
51       FIELD     semihonest     replicated-field  3          2.94          153                1                  NA            NA            NA            NA            NA            NA           NA            1000000          NA               30             0              25000            1000000     0               0.158171             0.46                 297           503%       ~30           16.0002         48.0007          NA               NA      NA          NA       NA      NA          NA        NA             NA                 NA            NA        NA            16.0002  30           0.139448         NA          NA                  NA                      NA                 NA      NA          NA       NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               
51       FIELD     semihonest     replicated-field  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             0              25000            1000000     0               0.165531             0.47                 299           418%       ~30           16.0002         48.0007          NA               NA      NA          NA       NA      NA          NA        NA             NA                 NA            NA        NA            16.0002  30           0.484379         NA          NA                  NA                      NA                 NA      NA          NA       NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               
51       FIELD     semihonest     replicated-field  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             0              25000            1000000     0               0.156573             0.45                 297           454%       ~30           16.0002         48.0007          NA               NA      NA          NA       NA      NA          NA        NA             NA                 NA            NA        NA            16.0002  30           0.358477         NA          NA                  NA                      NA                 NA      NA          NA       NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               
51       FIELD     semihonest     replicated-field  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             0              25000            1000000     0               0.152126             0.49                 299           462%       ~30           16.0002         48.0007          NA               NA      NA          NA       NA      NA          NA        NA             NA                 NA            NA        NA            16.0002  30           0.196506         NA          NA                  NA                      NA                 NA      NA          NA       NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               
51       FIELD     semihonest     replicated-field  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             0              25000            1000000     0               0.165685             0.50                 299           430%       ~30           16.0002         48.0007          NA               NA      NA          NA       NA      NA          NA        NA             NA                 NA            NA        NA            16.0002  30           0.399435         NA          NA                  NA                      NA                 NA      NA          NA       NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               
51       FIELD     semihonest     replicated-field  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             0              25000            1000000     0               0.162635             0.49                 298           467%       ~30           16.0002         48.0007          NA               NA      NA          NA       NA      NA          NA        NA             NA                 NA            NA        NA            16.0002  30           0.157375         NA          NA                  NA                      NA                 NA      NA          NA       NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               
51       FIELD     semihonest     replicated-field  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             0              25000            1000000     0               0.161066             0.47                 309           499%       ~30           16.0002         48.0007          NA               NA      NA          NA       NA      NA          NA        NA             NA                 NA            NA        NA            16.0002  30           0.11508          NA          NA                  NA                      NA                 NA      NA          NA       NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               
51       FIELD     semihonest     replicated-field  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             0              25000            1000000     0               0.164433             0.51                 298           458%       ~30           16.0002         48.0007          NA               NA      NA          NA       NA      NA          NA        NA             NA                 NA            NA        NA            16.0002  30           0.218244         NA          NA                  NA                      NA                 NA      NA          NA       NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               
51       FIELD     semihonest     replicated-field  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             0              25000            1000000     0               0.157784             0.47                 296           444%       ~30           16.0002         48.0007          NA               NA      NA          NA       NA      NA          NA        NA             NA                 NA            NA        NA            16.0002  30           0.251264         NA          NA                  NA                      NA                 NA      NA          NA       NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               
51       FIELD     semihonest     replicated-field  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             0              25000            1000000     0               0.174099             0.49                 300           451%       ~30           16.0002         48.0007          NA               NA      NA          NA       NA      NA          NA        NA             NA                 NA            NA        NA            16.0002  30           0.25153          NA          NA                  NA                      NA                 NA      NA          NA       NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               
