program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB);AllDataRec(MB);ALLmessagesSent;AllMessagesRec;multTripPresetup;multTripSetup;sharedPowerPresetup;sharedPowerSetup;sharedBitPresetup;sharedBitSetup;baseOT;otExtension;kk13OtExtension;preprocessingTime;gatesSetup;gatesOnline
psi;boolean_gmw;4;0;25000;100;0;47516.435;56.82;10891;581;41.049;44.223;658596;658596;56.232;102.268;18.142;18.142;136.491;136.491;0.000;Setup;Extension;465.130;137.218;46886.343
psi;boolean_gmw;4;0;25000;100;0;45274.027;54.52;10888;545;41.049;44.223;658596;658596;55.118;166.265;18.018;18.018;181.039;181.039;0.000;Setup;Extension;417.813;107.181;44721.900
psi;boolean_gmw;4;0;25000;100;0;46297.620;55.61;10913;561;41.049;44.223;658596;658596;55.526;78.205;18.972;18.972;79.216;79.216;0.000;Setup;Extension;361.390;108.092;45788.332
psi;boolean_gmw;4;0;25000;100;0;46109.018;55.47;10895;527;41.049;44.223;658596;658596;55.752;85.351;18.288;18.288;113.007;113.007;0.000;Setup;Extension;443.779;117.954;45536.842
psi;boolean_gmw;4;0;25000;100;0;46696.685;56.06;10892;556;41.049;44.223;658596;658596;44.034;123.944;16.773;16.773;148.932;148.932;0.000;Setup;Extension;454.689;108.902;46120.380
psi;boolean_gmw;4;0;25000;100;0;46908.326;56.27;10886;531;41.049;44.223;658596;658596;55.313;165.553;18.696;18.696;189.390;189.390;0.000;Setup;Extension;494.248;111.115;46286.915
psi;boolean_gmw;4;0;25000;100;0;46086.985;55.38;10894;561;41.049;44.223;658596;658596;66.344;58.272;18.624;18.624;43.976;43.976;0.000;Setup;Extension;463.628;112.223;45494.182
psi;boolean_gmw;4;0;25000;100;0;48736.903;58.08;10901;524;41.049;44.223;658596;658596;40.732;135.023;16.632;16.632;142.925;142.925;0.000;Setup;Extension;444.336;141.600;48135.862
psi;boolean_gmw;4;0;25000;100;0;46960.644;56.39;10919;534;41.049;44.223;658596;658596;60.491;147.573;17.370;17.370;147.095;147.095;0.000;Setup;Extension;425.575;97.333;46425.903
psi;boolean_gmw;4;0;25000;100;0;44022.019;53.39;10890;548;41.049;44.223;658596;658596;56.361;78.531;17.913;17.913;73.910;73.910;0.000;Setup;Extension;449.060;107.619;43451.260
psi;boolean_gmw;4;25;25000;100;0;56059.034;62.56;10959;465;41.049;44.223;658596;658596;41.806;275.438;17.189;17.189;412.914;412.914;0.000;Setup;Extension;1337.431;122.660;54586.848
psi;boolean_gmw;4;25;25000;100;0;54999.101;61.34;10966;493;41.049;44.223;658596;658596;57.573;303.586;17.851;17.851;437.426;437.426;0.000;Setup;Extension;1299.991;117.200;53571.484
psi;boolean_gmw;4;25;25000;100;0;59676.081;66.14;10949;464;41.049;44.223;658596;658596;63.033;308.307;18.476;18.476;441.833;441.833;0.000;Setup;Extension;1285.176;105.726;58272.336
psi;boolean_gmw;4;25;25000;100;0;59043.186;65.53;10941;454;41.049;44.223;658596;658596;52.371;354.308;16.986;16.986;439.067;439.067;0.000;Setup;Extension;1268.687;141.674;57621.656
psi;boolean_gmw;4;25;25000;100;0;54627.457;61.06;10936;499;41.049;44.223;658596;658596;50.224;269.831;17.994;17.994;406.302;406.302;0.000;Setup;Extension;1298.991;142.939;53171.864
psi;boolean_gmw;4;25;25000;100;0;57022.513;63.41;10950;480;41.049;44.223;658596;658596;68.626;330.985;21.627;21.627;463.803;463.803;0.000;Setup;Extension;1349.209;123.820;55531.036
psi;boolean_gmw;4;25;25000;100;0;51885.325;58.31;10998;515;41.049;44.223;658596;658596;40.634;299.597;17.162;17.162;427.820;427.820;0.000;Setup;Extension;1270.400;123.631;50480.069
psi;boolean_gmw;4;25;25000;100;0;57051.298;63.48;10933;469;41.049;44.223;658596;658596;40.185;313.193;17.268;17.268;438.569;438.569;0.000;Setup;Extension;1305.654;140.653;55594.335
psi;boolean_gmw;4;25;25000;100;0;59938.025;66.40;10951;444;41.049;44.223;658596;658596;42.006;272.911;17.340;17.340;416.502;416.502;0.000;Setup;Extension;1319.201;144.054;58458.362
psi;boolean_gmw;4;25;25000;100;0;56190.699;62.69;10945;515;41.049;44.223;658596;658596;63.135;372.599;19.100;19.100;504.479;504.479;0.000;Setup;Extension;1333.622;121.682;54723.520
psi;boolean_gmw;4;50;25000;100;0;60659.984;67.29;10940;432;41.049;44.223;658596;658596;56.143;401.153;18.067;18.067;683.062;683.062;0.000;Setup;Extension;2234.615;147.004;58266.478
psi;boolean_gmw;4;50;25000;100;0;61558.357;68.16;10970;463;41.049;44.223;658596;658596;57.182;488.662;17.827;17.827;754.931;754.931;0.000;Setup;Extension;2167.115;126.604;59255.274
psi;boolean_gmw;4;50;25000;100;0;68359.075;74.95;10952;422;41.049;44.223;658596;658596;51.401;486.581;17.505;17.505;744.865;744.865;0.000;Setup;Extension;2157.246;143.245;66047.606
psi;boolean_gmw;4;50;25000;100;0;63729.553;70.34;10930;446;41.049;44.223;658596;658596;40.446;456.326;17.116;17.116;744.643;744.643;0.000;Setup;Extension;2154.690;134.620;61428.028
psi;boolean_gmw;4;50;25000;100;0;64499.531;70.98;10960;424;41.049;44.223;658596;658596;58.411;448.170;17.997;17.997;707.766;707.766;0.000;Setup;Extension;2139.667;142.800;62204.196
psi;boolean_gmw;4;50;25000;100;0;65429.477;72.04;10937;416;41.049;44.223;658596;658596;40.153;505.368;16.291;16.291;763.073;763.073;0.000;Setup;Extension;2205.121;140.926;63067.589
psi;boolean_gmw;4;50;25000;100;0;64322.999;71.06;10931;407;41.049;44.223;658596;658596;42.702;487.897;16.380;16.380;748.441;748.441;0.000;Setup;Extension;2175.205;117.707;62018.293
psi;boolean_gmw;4;50;25000;100;0;66976.752;73.51;10960;413;41.049;44.223;658596;658596;56.218;487.896;17.457;17.457;744.778;744.778;0.000;Setup;Extension;2172.598;112.398;64680.769
psi;boolean_gmw;4;50;25000;100;0;64287.835;70.87;10951;424;41.049;44.223;658596;658596;63.246;455.422;18.465;18.465;760.206;760.206;0.000;Setup;Extension;2160.530;110.877;62003.769
psi;boolean_gmw;4;50;25000;100;0;57744.888;64.30;10932;454;41.049;44.223;658596;658596;63.432;495.053;19.051;19.051;750.025;750.025;0.000;Setup;Extension;2147.503;143.200;55442.010
psi;boolean_gmw;4;75;25000;100;0;71655.409;78.46;10934;383;41.049;44.223;658596;658596;60.855;627.908;18.061;18.061;1008.112;1008.112;0.000;Setup;Extension;3025.675;143.422;68476.034
psi;boolean_gmw;4;75;25000;100;0;70518.171;77.19;10931;388;41.049;44.223;658596;658596;46.174;668.305;16.747;16.747;1051.525;1051.525;0.000;Setup;Extension;3074.607;114.197;67314.772
psi;boolean_gmw;4;75;25000;100;0;74547.052;81.30;10936;371;41.049;44.223;658596;658596;66.877;534.075;18.804;18.804;941.510;941.510;0.000;Setup;Extension;2999.728;122.895;71413.746
psi;boolean_gmw;4;75;25000;100;0;77678.721;84.37;10944;356;41.049;44.223;658596;658596;67.480;616.190;19.307;19.307;1000.627;1000.627;0.000;Setup;Extension;3020.637;145.633;74501.711
psi;boolean_gmw;4;75;25000;100;0;73384.284;80.21;10942;383;41.049;44.223;658596;658596;58.034;651.631;18.648;18.648;1087.352;1087.352;0.000;Setup;Extension;3104.804;114.956;70153.576
psi;boolean_gmw;4;75;25000;100;0;73162.464;79.92;10935;397;41.049;44.223;658596;658596;59.329;657.269;18.522;18.522;1100.812;1100.812;0.000;Setup;Extension;3079.980;138.645;69930.666
psi;boolean_gmw;4;75;25000;100;0;76352.079;83.12;10927;382;41.049;44.223;658596;658596;56.611;512.395;17.630;17.630;932.010;932.010;0.000;Setup;Extension;3113.787;142.710;73082.819
psi;boolean_gmw;4;75;25000;100;0;71957.466;78.72;10937;393;41.049;44.223;658596;658596;45.933;637.559;16.559;16.559;1025.959;1025.959;0.000;Setup;Extension;3059.734;119.979;68764.492
psi;boolean_gmw;4;75;25000;100;0;72695.259;79.45;10943;397;41.049;44.223;658596;658596;53.998;196.084;18.132;18.132;560.387;560.387;0.000;Setup;Extension;3191.883;114.433;69377.336
psi;boolean_gmw;4;75;25000;100;0;74643.816;81.33;10974;400;41.049;44.223;658596;658596;58.160;657.208;18.563;18.563;1042.982;1042.982;0.000;Setup;Extension;3063.346;143.170;71424.646
